group_id,id,total.minutes,date_arrive,id_count,date
2018-08-11_15,1006_1007_2523,47.0,11/08/2018,3,2018-08-11
2018-08-11_16,2544_3118,16.0,11/08/2018,2,2018-08-11
2018-08-11_17,1032_2055,21.0,11/08/2018,2,2018-08-11
2018-08-11_20,2038_2039,494.5,11/08/2018,2,2018-08-11
2018-08-11_2030,2030,448.0,11/08/2018,1,2018-08-11
2018-08-11_21,1007_3118,13.0,11/08/2018,2,2018-08-11
2018-08-11_3,1010_1102,89.0,11/08/2018,2,2018-08-11
2018-08-11_4,1030_1119,338.0,11/08/2018,2,2018-08-11
2018-08-11_5,1016_1023_1028_1035_1102_1106_1121_2522_3077_3119,464.0,11/08/2018,10,2018-08-11
2018-08-11_6,2031_3142,508.0,11/08/2018,2,2018-08-11
2018-08-11_7,1009_3117,1.5,11/08/2018,2,2018-08-11
2018-08-11_8,1104_1115,441.0,11/08/2018,2,2018-08-11
2018-08-11_9,1007_1011_1032_2513_2523_2544_3118,137.11111111111111,11/08/2018,7,2018-08-11
2018-08-12_1,1035_1102_1121,419.0,12/08/2018,3,2018-08-12
2018-08-12_10,1032_1122,125.0,12/08/2018,2,2018-08-12
2018-08-12_1032,1032,4.0,12/08/2018,1,2018-08-12
2018-08-12_11,2030_2031,371.5,12/08/2018,2,2018-08-12
2018-08-12_1103,1103,362.0,12/08/2018,1,2018-08-12
2018-08-12_1124,1124,236.0,12/08/2018,1,2018-08-12
2018-08-12_12,1115_1116_1120_2522,175.0,12/08/2018,4,2018-08-12
2018-08-12_14,1032_1122_3040,141.0,12/08/2018,3,2018-08-12
2018-08-12_16,1032_1122,17.0,12/08/2018,2,2018-08-12
2018-08-12_17,3077_3117,53.0,12/08/2018,2,2018-08-12
2018-08-12_2038,2038,292.0,12/08/2018,1,2018-08-12
2018-08-12_3,1122_3040_3041_3077_3117,235.0,12/08/2018,5,2018-08-12
2018-08-12_4,1030_1120,126.0,12/08/2018,2,2018-08-12
2018-08-12_5,1006_1032,23.5,12/08/2018,2,2018-08-12
2018-08-12_7,1101_1124,265.0,12/08/2018,2,2018-08-12
2018-08-12_9,1116_2039_2522,155.66666666666666,12/08/2018,3,2018-08-12
2018-08-13_1,1016_1121,9.0,13/08/2018,2,2018-08-13
2018-08-13_10,1101_1102,412.5,13/08/2018,2,2018-08-13
2018-08-13_1032,1032,61.0,13/08/2018,1,2018-08-13
2018-08-13_11,3040_3041,217.0,13/08/2018,2,2018-08-13
2018-08-13_1103,1103,242.5,13/08/2018,1,2018-08-13
2018-08-13_1116,1116,448.0,13/08/2018,1,2018-08-13
2018-08-13_1119,1119,203.5,13/08/2018,1,2018-08-13
2018-08-13_1120,1120,111.0,13/08/2018,1,2018-08-13
2018-08-13_1122,1122,118.5,13/08/2018,1,2018-08-13
2018-08-13_1124,1124,93.0,13/08/2018,1,2018-08-13
2018-08-13_12,1006_1032_1035_2055_3077_3117,45.0,13/08/2018,6,2018-08-13
2018-08-13_13,1008_1009_1016_1031_3119,33.4,13/08/2018,5,2018-08-13
2018-08-13_15,1006_1007_1122_2055_2513_2544,78.83333333333333,13/08/2018,6,2018-08-13
2018-08-13_18,1006_1122_2055_2523,69.0,13/08/2018,4,2018-08-13
2018-08-13_19,1010_2539,32.0,13/08/2018,2,2018-08-13
2018-08-13_2030,2030,408.0,13/08/2018,1,2018-08-13
2018-08-13_2031,2031,399.0,13/08/2018,1,2018-08-13
2018-08-13_2544,2544,37.0,13/08/2018,1,2018-08-13
2018-08-13_3,1031_1035,77.0,13/08/2018,2,2018-08-13
2018-08-13_3040,3040,47.0,13/08/2018,1,2018-08-13
2018-08-13_4,1006_1032,76.5,13/08/2018,2,2018-08-13
2018-08-13_5,3077_3117,29.0,13/08/2018,2,2018-08-13
2018-08-13_6,2038_2039_2522,557.6666666666666,13/08/2018,3,2018-08-13
2018-08-13_7,3077_3117,43.0,13/08/2018,2,2018-08-13
2018-08-13_8,1104_1115,343.0,13/08/2018,2,2018-08-13
2018-08-13_9,1023_1028_1106_1121,454.0,13/08/2018,4,2018-08-13
2018-08-14_1,1016_1035_1102_3077_3117_3119,500.8333333333333,14/08/2018,6,2018-08-14
2018-08-14_10,1006_1007_1032_2523_2544_3040_3118,90.0,14/08/2018,7,2018-08-14
2018-08-14_1008,1008,22.0,14/08/2018,1,2018-08-14
2018-08-14_11,1010_1036,65.0,14/08/2018,2,2018-08-14
2018-08-14_1101,1101,306.0,14/08/2018,1,2018-08-14
2018-08-14_1122,1122,353.5,14/08/2018,1,2018-08-14
2018-08-14_1124,1124,192.5,14/08/2018,1,2018-08-14
2018-08-14_12,2031_2538,72.0,14/08/2018,2,2018-08-14
2018-08-14_15,3040,108.0,14/08/2018,1,2018-08-14
2018-08-14_16,1007_1010_1011_1036_2513_2523_2539_2544_3118,65.44444444444444,14/08/2018,9,2018-08-14
2018-08-14_19,1007_1010_1030_1036_1119_1120,78.66666666666667,14/08/2018,6,2018-08-14
2018-08-14_2038,2038,1.0,14/08/2018,1,2018-08-14
2018-08-14_22,1119_1120,241.0,14/08/2018,2,2018-08-14
2018-08-14_3,1006_1032_3040,78.0,14/08/2018,3,2018-08-14
2018-08-14_5,1104_1115_1120,316.0,14/08/2018,3,2018-08-14
2018-08-14_6,1119_2030,323.5,14/08/2018,2,2018-08-14
2018-08-14_7,1116_2522,184.0,14/08/2018,2,2018-08-14
2018-08-14_8,1009_1031_2538,1.0,14/08/2018,3,2018-08-14
2018-08-14_9,1010_2539_2544_3118,3.0,14/08/2018,4,2018-08-14
2018-08-15_10,1119_1120,185.0,15/08/2018,2,2018-08-15
2018-08-15_1032,1032,5.0,15/08/2018,1,2018-08-15
2018-08-15_11,1006_1032,78.0,15/08/2018,2,2018-08-15
2018-08-15_1101,1101,78.0,15/08/2018,1,2018-08-15
2018-08-15_1120,1120,89.0,15/08/2018,1,2018-08-15
2018-08-15_1122,1122,44.0,15/08/2018,1,2018-08-15
2018-08-15_1124,1124,78.0,15/08/2018,1,2018-08-15
2018-08-15_12,1101_1102,386.0,15/08/2018,2,2018-08-15
2018-08-15_14,1023_1036_1106,166.0,15/08/2018,3,2018-08-15
2018-08-15_16,1006_1122_3040,78.0,15/08/2018,3,2018-08-15
2018-08-15_3,2030_2031_3041,482.0,15/08/2018,3,2018-08-15
2018-08-15_3040,3040,146.5,15/08/2018,1,2018-08-15
2018-08-15_5,2038_2039_2522,567.3333333333334,15/08/2018,3,2018-08-15
2018-08-15_6,1102_1121,47.5,15/08/2018,2,2018-08-15
2018-08-15_7,1116_1124,433.5,15/08/2018,2,2018-08-15
2018-08-15_8,1028_2055,509.0,15/08/2018,2,2018-08-15
2018-08-15_9,1006_1032_1122_3040,147.75,15/08/2018,4,2018-08-15
2018-08-16_1,1122_3040,93.0,16/08/2018,2,2018-08-16
2018-08-16_10,2030_2031_2538_2542,235.75,16/08/2018,4,2018-08-16
2018-08-16_1032,1032,34.0,16/08/2018,1,2018-08-16
2018-08-16_11,1016_1035_3077_3117,67.0,16/08/2018,4,2018-08-16
2018-08-16_1103,1103,101.0,16/08/2018,1,2018-08-16
2018-08-16_1121,1121,469.0,16/08/2018,1,2018-08-16
2018-08-16_12,1008_1009_1030_1031_2539_3119,91.33333333333333,16/08/2018,6,2018-08-16
2018-08-16_13,1032_2055,15.0,16/08/2018,2,2018-08-16
2018-08-16_15,1009_1103_1104,225.0,16/08/2018,3,2018-08-16
2018-08-16_16,1016_2038_3040_3041_3077_3117_3119,406.85714285714283,16/08/2018,7,2018-08-16
2018-08-16_17,1007_1032_2523_3118,121.5,16/08/2018,4,2018-08-16
2018-08-16_18,1010_2539,48.0,16/08/2018,2,2018-08-16
2018-08-16_2,1119_1120,597.0,16/08/2018,2,2018-08-16
2018-08-16_2030,2030,122.0,16/08/2018,1,2018-08-16
2018-08-16_2038,2038,116.0,16/08/2018,1,2018-08-16
2018-08-16_2039,2039,61.5,16/08/2018,1,2018-08-16
2018-08-16_2523,2523,3.0,16/08/2018,1,2018-08-16
2018-08-16_3142,3142,385.0,16/08/2018,1,2018-08-16
2018-08-16_4,1016_1115,83.0,16/08/2018,2,2018-08-16
2018-08-16_5,1023_2522,237.0,16/08/2018,2,2018-08-16
2018-08-16_6,1116_1124_2522,480.0,16/08/2018,3,2018-08-16
2018-08-16_7,1008_1009_1010_1016_1030_1031_2539_3119,31.25,16/08/2018,8,2018-08-16
2018-08-16_8,1028_1036_1106,291.3333333333333,16/08/2018,3,2018-08-16
2018-08-16_9,1006_1101_1102,427.0,16/08/2018,3,2018-08-16
2018-08-17_1006,1006,34.0,17/08/2018,1,2018-08-17
2018-08-17_11,1122_1124_3040,2368.6666666666665,20/08/2018,3,2018-08-17
2018-08-17_12,1016_1035_3077_3117_3119,245.4,17/08/2018,5,2018-08-17
2018-08-17_14,1023_1028_1121,1.0,17/08/2018,3,2018-08-17
2018-08-17_15,1023_1028_1121_2522,302.0,17/08/2018,4,2018-08-17
2018-08-17_16,2055_2513,7.0,17/08/2018,2,2018-08-17
2018-08-17_17,1116_1120_3041,64.0,17/08/2018,3,2018-08-17
2018-08-17_20,1010_3118_3119,43.0,17/08/2018,3,2018-08-17
2018-08-17_2038,2038,259.0,17/08/2018,1,2018-08-17
2018-08-17_2513,2513,17.0,17/08/2018,1,2018-08-17
2018-08-17_4,1009_1031,3.0,17/08/2018,2,2018-08-17
2018-08-17_5,2030_2031_2539,569.6666666666666,17/08/2018,3,2018-08-17
2018-08-17_6,2513_2522,49.0,17/08/2018,2,2018-08-17
2018-08-17_8,1007_1016_2544_3118_3119,19.0,17/08/2018,5,2018-08-17
2018-08-17_9,1035_3117_3119,34.0,17/08/2018,3,2018-08-17
2018-08-18_1,1006_1007_1032,44.0,18/08/2018,3,2018-08-18
2018-08-18_10,1008_1009_1030_1031_1032_1120_2523_3077,46.25,18/08/2018,8,2018-08-18
2018-08-18_11,1007_2523_3118,43.666666666666664,18/08/2018,3,2018-08-18
2018-08-18_1106,1106,451.0,18/08/2018,1,2018-08-18
2018-08-18_2,3041_3117,43.0,18/08/2018,2,2018-08-18
2018-08-18_2522,2522,2.0,18/08/2018,1,2018-08-18
2018-08-18_2523,2523,33.0,18/08/2018,1,2018-08-18
2018-08-18_3,1032_1120,15.5,18/08/2018,2,2018-08-18
2018-08-18_4,1101_1103_1119_2030_2038_2055_2513,1913.5714285714287,20/08/2018,7,2018-08-18
2018-08-18_7,1010_1016_1102_1116_2031_2539_2544_3041_3117_3119,458.4,18/08/2018,10,2018-08-18
2018-08-18_8,1006_1007_1032_2523_3118,86.2,18/08/2018,5,2018-08-18
2018-08-18_9,1007_2039_2523,158.0,18/08/2018,3,2018-08-18
2018-08-19_1,1007_2523_3118,65.0,19/08/2018,3,2018-08-19
2018-08-19_1008,1008,32.0,19/08/2018,1,2018-08-19
2018-08-19_11,1031_1115_1120,203.33333333333334,19/08/2018,3,2018-08-19
2018-08-19_1102,1102,16.0,19/08/2018,1,2018-08-19
2018-08-19_12,1007_2523,197.0,19/08/2018,2,2018-08-19
2018-08-19_13,1028_1121_3041,245.0,19/08/2018,3,2018-08-19
2018-08-19_14,1023_3117,88.0,19/08/2018,2,2018-08-19
2018-08-19_2,1116_1120,147.0,19/08/2018,2,2018-08-19
2018-08-19_2031,2031,322.0,19/08/2018,1,2018-08-19
2018-08-19_2522,2522,12.0,19/08/2018,1,2018-08-19
2018-08-19_3,3041_3117,64.0,19/08/2018,2,2018-08-19
2018-08-19_3077,3077,51.0,19/08/2018,1,2018-08-19
2018-08-19_5,2039_2522,288.5,19/08/2018,2,2018-08-19
2018-08-19_7,1102_1104,42.5,19/08/2018,2,2018-08-19
2018-08-19_8,1009_1010_1011_1016_1030_1031_2539_2544_3118_3119,196.3,19/08/2018,10,2018-08-19
2018-08-20_1,1032_1120,137.5,20/08/2018,2,2018-08-20
2018-08-20_1102,1102,287.5,20/08/2018,1,2018-08-20
2018-08-20_1121,1121,28.0,20/08/2018,1,2018-08-20
2018-08-20_2,1010_2539,14.0,20/08/2018,2,2018-08-20
2018-08-20_2039,2039,193.0,20/08/2018,1,2018-08-20
2018-08-20_2522,2522,24.0,20/08/2018,1,2018-08-20
2018-08-20_3,1007_1010_1030_2031_2523_2539_2544_3118,199.5,20/08/2018,8,2018-08-20
2018-08-20_3117,3117,67.0,20/08/2018,1,2018-08-20
2018-08-20_3142,3142,486.0,20/08/2018,1,2018-08-20
2018-08-20_4,1016_1035_3077_3119,299.0,20/08/2018,4,2018-08-20
2018-08-20_5,1116_1121_2522_3041,536.75,20/08/2018,4,2018-08-20
2018-08-20_6,1023_1028_1106,522.0,20/08/2018,3,2018-08-20
2018-08-20_7,2544_3118,62.0,20/08/2018,2,2018-08-20
2018-08-20_9,1006_1007_2523_2544_3118,205.0,20/08/2018,5,2018-08-20
2018-08-21_1,2513_2522,18.0,21/08/2018,2,2018-08-21
2018-08-21_10,1006_1032_1122_2055,278.5,21/08/2018,4,2018-08-21
2018-08-21_11,1035_2522_3117,224.0,21/08/2018,3,2018-08-21
2018-08-21_1101,1101,19.0,21/08/2018,1,2018-08-21
2018-08-21_1102,1102,26.0,21/08/2018,1,2018-08-21
2018-08-21_1119,1119,19.0,21/08/2018,1,2018-08-21
2018-08-21_1124,1124,9.0,21/08/2018,1,2018-08-21
2018-08-21_12,1011_2513,75.0,21/08/2018,2,2018-08-21
2018-08-21_2030,2030,145.5,21/08/2018,1,2018-08-21
2018-08-21_2031,2031,248.0,21/08/2018,1,2018-08-21
2018-08-21_3,3040_3041_3077,272.0,21/08/2018,3,2018-08-21
2018-08-21_3040,3040,141.0,21/08/2018,1,2018-08-21
2018-08-21_4,1030_1119_1120,277.0,21/08/2018,3,2018-08-21
2018-08-21_5,1104_1115_1121,317.6666666666667,21/08/2018,3,2018-08-21
2018-08-21_6,2038_2039,517.5,21/08/2018,2,2018-08-21
2018-08-21_7,1101_1102,403.5,21/08/2018,2,2018-08-21
2018-08-21_8,1116_1124,477.0,21/08/2018,2,2018-08-21
2018-08-21_9,1007_1008_1010_1016_2544_3118_3119,297.0,21/08/2018,7,2018-08-21
2018-08-22_1,1028_2055,176.0,22/08/2018,2,2018-08-22
2018-08-22_10,1008_1009_1010_1030_1031_2538_3119,60.142857142857146,22/08/2018,7,2018-08-22
2018-08-22_11,1023_1121,2.0,22/08/2018,2,2018-08-22
2018-08-22_1101,1101,288.0,22/08/2018,1,2018-08-22
2018-08-22_1104,1104,11.0,22/08/2018,1,2018-08-22
2018-08-22_12,1006_1032_1122,23.0,22/08/2018,3,2018-08-22
2018-08-22_13,1023_3117,161.0,22/08/2018,2,2018-08-22
2018-08-22_14,2030_2031_2539,437.0,22/08/2018,3,2018-08-22
2018-08-22_2,1006_1032,14.0,22/08/2018,2,2018-08-22
2018-08-22_2544,2544,4.0,22/08/2018,1,2018-08-22
2018-08-22_3,1016_1023_1035_1102_1121_2522_3077_3117,463.0,22/08/2018,8,2018-08-22
2018-08-22_5,1032_1122,68.5,22/08/2018,2,2018-08-22
2018-08-22_6,1030_1031_1120,266.0,22/08/2018,3,2018-08-22
2018-08-22_7,1116_1124,401.5,22/08/2018,2,2018-08-22
2018-08-22_8,1008_1009_1010_1011_2538_2539_3119,6.0,22/08/2018,7,2018-08-22
2018-08-22_9,1032_1122,71.5,22/08/2018,2,2018-08-22
2018-08-23_1,1007_1010_1016_1030_1035_2030_2031_2513_2544_3118_3119,457.1818181818182,23/08/2018,11,2018-08-23
2018-08-23_10,3040_3041,63.0,23/08/2018,2,2018-08-23
2018-08-23_11,1023_3117,19.0,23/08/2018,2,2018-08-23
2018-08-23_12,1006_1028_1032_1122_2055_3040,78.16666666666667,23/08/2018,6,2018-08-23
2018-08-23_2,1023_1121,374.0,23/08/2018,2,2018-08-23
2018-08-23_3,1102_1104_1116_3077,46.75,23/08/2018,4,2018-08-23
2018-08-23_5,1116_1124,289.5,23/08/2018,2,2018-08-23
2018-08-23_6,1115_1120,69.0,23/08/2018,2,2018-08-23
2018-08-23_7,1006_1032_1122_2055,294.0,23/08/2018,4,2018-08-23
2018-08-23_8,1028_2039_2522,257.3333333333333,23/08/2018,3,2018-08-23
2018-08-23_9,1101_1102_3077,380.3333333333333,23/08/2018,3,2018-08-23
2018-08-24_1,1006_1032_1120_2523,69.25,24/08/2018,4,2018-08-24
2018-08-24_10,2038_2039,437.0,24/08/2018,2,2018-08-24
2018-08-24_11,1010_2539,1.0,24/08/2018,2,2018-08-24
2018-08-24_1101,1101,23.0,24/08/2018,1,2018-08-24
2018-08-24_1106,1106,167.0,24/08/2018,1,2018-08-24
2018-08-24_1120,1120,106.0,24/08/2018,1,2018-08-24
2018-08-24_1124,1124,51.0,24/08/2018,1,2018-08-24
2018-08-24_13,1008_1010_2539,5.0,24/08/2018,3,2018-08-24
2018-08-24_14,1102_1104_1115,255.0,24/08/2018,3,2018-08-24
2018-08-24_15,2030_2031,181.0,24/08/2018,2,2018-08-24
2018-08-24_16,1023_1106,172.5,24/08/2018,2,2018-08-24
2018-08-24_3,2513_2544,3.0,24/08/2018,2,2018-08-24
2018-08-24_3040,3040,208.5,24/08/2018,1,2018-08-24
2018-08-24_3041,3041,28.0,24/08/2018,1,2018-08-24
2018-08-24_5,1035_3077,125.0,24/08/2018,2,2018-08-24
2018-08-24_6,1028_1121,2.0,24/08/2018,2,2018-08-24
2018-08-24_7,1006_1007_1032_1121_1122,372.8,24/08/2018,5,2018-08-24
2018-08-24_8,1016_1028_2055_2513_2522,411.4,24/08/2018,5,2018-08-24
2018-08-24_9,1030_1116_1124_2544,419.0,24/08/2018,4,2018-08-24
2018-08-25_1,1007_1035_2523,15.0,25/08/2018,3,2018-08-25
2018-08-25_10,1032_1116_1124_3077,105.5,25/08/2018,4,2018-08-25
2018-08-25_11,1016_1031_3077,163.0,25/08/2018,3,2018-08-25
2018-08-25_1101,1101,59.0,25/08/2018,1,2018-08-25
2018-08-25_1103,1103,158.0,25/08/2018,1,2018-08-25
2018-08-25_1122,1122,214.0,25/08/2018,1,2018-08-25
2018-08-25_1124,1124,39.0,25/08/2018,1,2018-08-25
2018-08-25_14,1007_2523,58.0,25/08/2018,2,2018-08-25
2018-08-25_15,1023_3117,7.0,25/08/2018,2,2018-08-25
2018-08-25_16,1028_2055_2522,24.0,25/08/2018,3,2018-08-25
2018-08-25_2030,2030,389.0,25/08/2018,1,2018-08-25
2018-08-25_2031,2031,378.0,25/08/2018,1,2018-08-25
2018-08-25_2038,2038,155.0,25/08/2018,1,2018-08-25
2018-08-25_2544,2544,35.0,25/08/2018,1,2018-08-25
2018-08-25_3,2522_3117,23.0,25/08/2018,2,2018-08-25
2018-08-25_3142,3142,425.0,25/08/2018,1,2018-08-25
2018-08-25_4,1010_2539,5.0,25/08/2018,2,2018-08-25
2018-08-25_5,1016_1023_1028_2055_2513_2523,152.5,25/08/2018,6,2018-08-25
2018-08-25_6,1104_1115_1120,373.6666666666667,25/08/2018,3,2018-08-25
2018-08-25_7,1035_3040_3117,166.66666666666666,25/08/2018,3,2018-08-25
2018-08-25_8,1007_1009_1010_1016_2523_2539_2544,79.14285714285714,25/08/2018,7,2018-08-25
2018-08-25_9,2039_2522,262.5,25/08/2018,2,2018-08-25
2018-08-26_1,1007_1010_2523,73.0,26/08/2018,3,2018-08-26
2018-08-26_10,2538_2542_3142,75.33333333333333,26/08/2018,3,2018-08-26
2018-08-26_1010,1010,19.0,26/08/2018,1,2018-08-26
2018-08-26_11,1010_1011_2539,19.0,26/08/2018,3,2018-08-26
2018-08-26_1101,1101,23.0,26/08/2018,1,2018-08-26
2018-08-26_1124,1124,69.0,26/08/2018,1,2018-08-26
2018-08-26_12,1007_1032_1103_1119_1122_2513_2523,160.85714285714286,26/08/2018,7,2018-08-26
2018-08-26_13,1035_3077,184.0,26/08/2018,2,2018-08-26
2018-08-26_14,3040_3041,225.0,26/08/2018,2,2018-08-26
2018-08-26_15,1007_1008_1010_1011_1030_2538_2539_2542_2544,31.6,26/08/2018,9,2018-08-26
2018-08-26_2,1030_1120,51.0,26/08/2018,2,2018-08-26
2018-08-26_2544,2544,43.0,26/08/2018,1,2018-08-26
2018-08-26_3,1016_1028_1102,388.0,26/08/2018,3,2018-08-26
2018-08-26_3040,3040,168.0,26/08/2018,1,2018-08-26
2018-08-26_5,1104_1115_1116_1120,337.75,26/08/2018,4,2018-08-26
2018-08-26_6,2038_2039_2522,613.6666666666666,26/08/2018,3,2018-08-26
2018-08-26_7,1106,531.0,26/08/2018,1,2018-08-26
2018-08-26_8,1007_2513_2523,15.666666666666666,26/08/2018,3,2018-08-26
2018-08-26_9,2030_2031,400.5,26/08/2018,2,2018-08-26
2018-08-27_1,1016_1035_1121_3077_3117,314.6,27/08/2018,5,2018-08-27
2018-08-27_10,1035_3077,181.0,27/08/2018,2,2018-08-27
2018-08-27_11,1016_2522_3077_3117,115.0,27/08/2018,4,2018-08-27
2018-08-27_1101,1101,28.0,27/08/2018,1,2018-08-27
2018-08-27_1116,1116,300.0,27/08/2018,1,2018-08-27
2018-08-27_1119,1119,471.0,27/08/2018,1,2018-08-27
2018-08-27_1120,1120,468.0,27/08/2018,1,2018-08-27
2018-08-27_1124,1124,156.0,27/08/2018,1,2018-08-27
2018-08-27_2,1010_1116,28.0,27/08/2018,2,2018-08-27
2018-08-27_2544,2544,63.0,27/08/2018,1,2018-08-27
2018-08-27_4,2030_2031,136.5,27/08/2018,2,2018-08-27
2018-08-27_5,1007_2513,204.0,27/08/2018,2,2018-08-27
2018-08-27_6,1006_1032_1122_1124_2055,169.4,27/08/2018,5,2018-08-27
2018-08-27_7,3040_3041,136.0,27/08/2018,2,2018-08-27
2018-08-27_8,1010_1102,142.5,27/08/2018,2,2018-08-27
2018-08-27_9,1023_1028_1121,82.33333333333333,27/08/2018,3,2018-08-27
2018-08-28_1,1103_1104,597.0,28/08/2018,2,2018-08-28
2018-08-28_10,1032_2055,263.5,28/08/2018,2,2018-08-28
2018-08-28_11,2031_3041_3077,506.0,28/08/2018,3,2018-08-28
2018-08-28_1101,1101,251.0,28/08/2018,1,2018-08-28
2018-08-28_12,1007_1010_2523_2539_2544,28.2,28/08/2018,5,2018-08-28
2018-08-28_13,1007_1009_1010_1011_2538_2539_2542_2544,44.875,28/08/2018,8,2018-08-28
2018-08-28_14,1023_1106,221.0,28/08/2018,2,2018-08-28
2018-08-28_2,1023_1106,181.0,28/08/2018,2,2018-08-28
2018-08-28_2031,2031,47.0,28/08/2018,1,2018-08-28
2018-08-28_2038,2038,494.0,28/08/2018,1,2018-08-28
2018-08-28_2039,2039,494.0,28/08/2018,1,2018-08-28
2018-08-28_3,1030_1031_1119_1120,506.5,28/08/2018,4,2018-08-28
2018-08-28_3040,3040,142.0,28/08/2018,1,2018-08-28
2018-08-28_4,1006_1008_1121_1122,524.5,28/08/2018,4,2018-08-28
2018-08-28_5,1007_1010_2523_2539_2544,137.8,28/08/2018,5,2018-08-28
2018-08-28_6,1102_1115,544.0,28/08/2018,2,2018-08-28
2018-08-28_7,1016_1028_1035_2522_3117,450.2,28/08/2018,5,2018-08-28
2018-08-28_8,1116_1124,525.5,28/08/2018,2,2018-08-28
2018-08-28_9,2513_3061,275.0,28/08/2018,2,2018-08-28
2018-08-29_1,1010_1023_1028_1102_1104_1115_1116_1121_2522_3041,506.1,29/08/2018,10,2018-08-29
2018-08-29_10,1007_1008_1010_1011_1031_2523_2539_2544_3077,9.0,29/08/2018,9,2018-08-29
2018-08-29_1032,1032,17.0,29/08/2018,1,2018-08-29
2018-08-29_11,2522_3077,79.0,29/08/2018,2,2018-08-29
2018-08-29_1124,1124,66.0,29/08/2018,1,2018-08-29
2018-08-29_12,1119_1120,381.0,29/08/2018,2,2018-08-29
2018-08-29_2,1106_2039_3061_3142,316.5,29/08/2018,4,2018-08-29
2018-08-29_2030,2030,334.0,29/08/2018,1,2018-08-29
2018-08-29_2038,2038,21.0,29/08/2018,1,2018-08-29
2018-08-29_2055,2055,16.0,29/08/2018,1,2018-08-29
2018-08-29_3,1008_1009_1016_1030_1031_2031_2538_2539_3077_3117,92.9090909090909,29/08/2018,10,2018-08-29
2018-08-29_4,1006_1007_2513_2523_2544,118.2,29/08/2018,5,2018-08-29
2018-08-29_6,1006_1032_1122_1124_2038_2055_2513_2523_2544,240.33333333333334,29/08/2018,9,2018-08-29
2018-08-29_7,1007_1008_1009_1011_1030_1031_1035_2539,107.625,29/08/2018,8,2018-08-29
2018-08-29_8,1007_1030_2539_2544,18.0,29/08/2018,4,2018-08-29
2018-08-30_1,1007_1016_2523_2544_3077_3117,32.833333333333336,30/08/2018,6,2018-08-30
2018-08-30_10,3041_3077,132.5,30/08/2018,2,2018-08-30
2018-08-30_1016,1016,11.0,30/08/2018,1,2018-08-30
2018-08-30_11,1007_1032_2055_2513,72.0,30/08/2018,4,2018-08-30
2018-08-30_1103,1103,331.0,30/08/2018,1,2018-08-30
2018-08-30_1124,1124,63.666666666666664,30/08/2018,1,2018-08-30
2018-08-30_14,1030_1120,219.0,30/08/2018,2,2018-08-30
2018-08-30_2,1028_1121_2522,64.33333333333333,30/08/2018,3,2018-08-30
2018-08-30_2030,2030,207.0,30/08/2018,1,2018-08-30
2018-08-30_2055,2055,21.0,30/08/2018,1,2018-08-30
2018-08-30_3,1102_2031_2039,125.66666666666667,30/08/2018,3,2018-08-30
2018-08-30_3040,3040,55.0,30/08/2018,1,2018-08-30
2018-08-30_4,1007_1010_2544,31.0,30/08/2018,3,2018-08-30
2018-08-30_5,1007_1010_2513_2523_2544,82.8,30/08/2018,5,2018-08-30
2018-08-30_6,2038_2039,556.0,30/08/2018,2,2018-08-30
2018-08-30_8,2522_3077_3117,119.66666666666667,30/08/2018,3,2018-08-30
2018-08-30_9,1023_1106,192.0,30/08/2018,2,2018-08-30
2018-08-31_10,2030_2031,498.0,31/08/2018,2,2018-08-31
2018-08-31_11,1116_1124,272.0,31/08/2018,2,2018-08-31
2018-08-31_1103,1103,99.0,31/08/2018,1,2018-08-31
2018-08-31_12,1028_3117,437.5,31/08/2018,2,2018-08-31
2018-08-31_13,1104_1115,197.0,31/08/2018,2,2018-08-31
2018-08-31_2,1016_1030,55.0,31/08/2018,2,2018-08-31
2018-08-31_3,1007_2513_2523_2524_2544,113.4,31/08/2018,5,2018-08-31
2018-08-31_3142,3142,435.0,31/08/2018,1,2018-08-31
2018-08-31_4,1023_1106_2522,273.0,31/08/2018,3,2018-08-31
2018-08-31_5,1030_1031_1032_1119_1120,324.4,31/08/2018,5,2018-08-31
2018-08-31_6,1016_1035_1102_1121_3041_3077_3117,383.42857142857144,31/08/2018,7,2018-08-31
2018-08-31_7,2038_2039_3061,259.0,31/08/2018,3,2018-08-31
2018-08-31_8,1006_1101,228.0,31/08/2018,2,2018-08-31
2018-08-31_9,1122_2055,224.5,31/08/2018,2,2018-08-31
2018-09-01_1,1007_1010_1016_1023_1030_1031_1035_1106_2523_2544_3077_3117,181.30769230769232,01/09/2018,12,2018-09-01
2018-09-01_10,1010_2523_3061,123.0,01/09/2018,3,2018-09-01
2018-09-01_1016,1016,233.0,01/09/2018,1,2018-09-01
2018-09-01_1032,1032,24.0,01/09/2018,1,2018-09-01
2018-09-01_11,1104_1115_1120,166.66666666666666,01/09/2018,3,2018-09-01
2018-09-01_1115,1115,63.0,01/09/2018,1,2018-09-01
2018-09-01_1119,1119,186.0,01/09/2018,1,2018-09-01
2018-09-01_1120,1120,102.0,01/09/2018,1,2018-09-01
2018-09-01_1122,1122,19.0,01/09/2018,1,2018-09-01
2018-09-01_1124,1124,52.0,01/09/2018,1,2018-09-01
2018-09-01_12,1016_1035_2522_3077,97.75,01/09/2018,4,2018-09-01
2018-09-01_13,2038_2513,118.0,01/09/2018,2,2018-09-01
