group_id,kcal,type,date,group_size,forager_ids
2018-08-06_3117,149.553,foraging,2018-08-06,1,{'3117'}
2018-08-07_1006,1708.150106,foraging,2018-08-07,1,{'1006'}
2018-08-07_1010,617.40175,foraging,2018-08-07,1,{'1010'}
2018-08-07_1010_2522_2539_3077,353.1428574,foraging,2018-08-07,4,"{'2539', '1010', '3077', '2522'}"
2018-08-07_1010_2539_3077,714.0,foraging,2018-08-07,3,"{'2539', '1010', '3077'}"
2018-08-07_1023,1844.25,foraging,2018-08-07,1,{'1023'}
2018-08-07_1023_1106,2950.1,foraging,2018-08-07,2,"{'1106', '1023'}"
2018-08-07_1028,749.6447239874999,foraging,2018-08-07,1,{'1028'}
2018-08-07_1028_1116_1124_2055,2709.344,foraging,2018-08-07,4,"{'1124', '1028', '1116', '2055'}"
2018-08-07_1030_1119_1120,8163.75,foraging,2018-08-07,3,"{'1120', '1119', '1030'}"
2018-08-07_1032,1051.9413303333333,foraging,2018-08-07,1,{'1032'}
2018-08-07_1035,235.42857160000003,foraging,2018-08-07,1,{'1035'}
2018-08-07_1102,4722.56484375,foraging,2018-08-07,1,{'1102'}
2018-08-07_1104,3971.17979,foraging,2018-08-07,1,{'1104'}
2018-08-07_1106_1116_1124_2055,5909.0,foraging,2018-08-07,4,"{'1124', '1106', '1116', '2055'}"
2018-08-07_1108,224.772727,foraging,2018-08-07,1,{'1108'}
2018-08-07_1115,5871.013802174999,foraging,2018-08-07,1,{'1115'}
2018-08-07_1116,2363.32795275,foraging,2018-08-07,1,{'1116'}
2018-08-07_1119,1046.871,foraging,2018-08-07,1,{'1119'}
2018-08-07_1120,552.8190476333333,foraging,2018-08-07,1,{'1120'}
2018-08-07_1122,11399.8275,foraging,2018-08-07,1,{'1122'}
2018-08-07_1124,1866.0,foraging,2018-08-07,1,{'1124'}
2018-08-07_2030,2044.0247916666667,foraging,2018-08-07,1,{'2030'}
2018-08-07_2038,27410.399999999998,foraging,2018-08-07,1,{'2038'}
2018-08-07_2038_2039,1640.625,foraging,2018-08-07,2,"{'2038', '2039'}"
2018-08-07_2039,734.4599999999999,foraging,2018-08-07,1,{'2039'}
2018-08-07_2055,2242.8559999999998,foraging,2018-08-07,1,{'2055'}
2018-08-07_2513_2544,112.3863635,foraging,2018-08-07,2,"{'2544', '2513'}"
2018-08-07_2523,249.255,foraging,2018-08-07,1,{'2523'}
2018-08-07_3040,11678.425926,foraging,2018-08-07,1,{'3040'}
2018-08-07_3076,5656.40387725,foraging,2018-08-07,1,{'3076'}
2018-08-07_3117,1180.8619048333333,foraging,2018-08-07,1,{'3117'}
2018-08-07_3142,4325.2055399500005,foraging,2018-08-07,1,{'3142'}
2018-08-08_1016,36.75,foraging,2018-08-08,1,{'1016'}
2018-08-08_1028_3117,147.14285725000002,foraging,2018-08-08,2,"{'1028', '3117'}"
2018-08-08_1101_1102,10080.179999999998,foraging,2018-08-08,2,"{'1101', '1102'}"
2018-08-08_1102,737.8000000000001,foraging,2018-08-08,1,{'1102'}
2018-08-08_1116,294.28571450000004,foraging,2018-08-08,1,{'1116'}
2018-08-08_1119_1120,1190.0,foraging,2018-08-08,2,"{'1120', '1119'}"
2018-08-08_1120,117.71428580000001,foraging,2018-08-08,1,{'1120'}
2018-08-08_1121,297.5,foraging,2018-08-08,1,{'1121'}
2018-08-08_2038,696.7954537,foraging,2018-08-08,1,{'2038'}
2018-08-08_2522,1289.1333333333332,foraging,2018-08-08,1,{'2522'}
2018-08-08_3078,1424.0,foraging,2018-08-08,1,{'3078'}
2018-08-08_3117,1315.0,foraging,2018-08-08,1,{'3117'}
2018-08-08_3119,104.07000000000001,foraging,2018-08-08,1,{'3119'}
2018-08-09_1008_1016,395.25,foraging,2018-08-09,2,"{'1008', '1016'}"
2018-08-09_1009,14.940450000000002,foraging,2018-08-09,1,{'1009'}
2018-08-09_1023,27.888636350000002,foraging,2018-08-09,1,{'1023'}
2018-08-09_1028,3905.5714285,foraging,2018-08-09,1,{'1028'}
2018-08-09_1031,995.925,foraging,2018-08-09,1,{'1031'}
2018-08-09_1032,89.9090908,foraging,2018-08-09,1,{'1032'}
2018-08-09_1035,17593.2,foraging,2018-08-09,1,{'1035'}
2018-08-09_1102,10115.0,foraging,2018-08-09,1,{'1102'}
2018-08-09_1103,794.95625,foraging,2018-08-09,1,{'1103'}
2018-08-09_1103_1104,44712.0,foraging,2018-08-09,2,"{'1104', '1103'}"
2018-08-09_1104,824.5413324000001,foraging,2018-08-09,1,{'1104'}
2018-08-09_1110,1092.0,foraging,2018-08-09,1,{'1110'}
2018-08-09_1115,10005.749999999998,foraging,2018-08-09,1,{'1115'}
2018-08-09_1116_2522,9163.0,foraging,2018-08-09,2,"{'1116', '2522'}"
2018-08-09_1119,4742.3571426,foraging,2018-08-09,1,{'1119'}
2018-08-09_1119_1120,680.0,foraging,2018-08-09,2,"{'1120', '1119'}"
2018-08-09_1120,1075.3845557299999,foraging,2018-08-09,1,{'1120'}
2018-08-09_1121,4950.98214275,foraging,2018-08-09,1,{'1121'}
2018-08-09_2030,570.1831779,foraging,2018-08-09,1,{'2030'}
2018-08-09_2031,4284.0,foraging,2018-08-09,1,{'2031'}
2018-08-09_2038,13348.799999999997,foraging,2018-08-09,1,{'2038'}
2018-08-09_2038_2039,2103.1913385000003,foraging,2018-08-09,2,"{'2038', '2039'}"
2018-08-09_2039,548.688,foraging,2018-08-09,1,{'2039'}
2018-08-09_2055,4742.3571426,foraging,2018-08-09,1,{'2055'}
2018-08-09_2522,117.71428580000001,foraging,2018-08-09,1,{'2522'}
2018-08-09_2523,343.4375,foraging,2018-08-09,1,{'2523'}
2018-08-09_2539,100.15196850000001,foraging,2018-08-09,1,{'2539'}
2018-08-09_2544,91.875,foraging,2018-08-09,1,{'2544'}
2018-08-09_3075,1857.675,foraging,2018-08-09,1,{'3075'}
2018-08-09_3078,3327.5,foraging,2018-08-09,1,{'3078'}
2018-08-09_3117,2172.1139285333334,foraging,2018-08-09,1,{'3117'}
2018-08-09_3119,131.75,foraging,2018-08-09,1,{'3119'}
2018-08-09_3142,794.3,foraging,2018-08-09,1,{'3142'}
2018-08-09_9999,585.3333333333334,foraging,2018-08-09,1,{'9999'}
2018-08-10_1016,397.8809524666667,foraging,2018-08-10,1,{'1016'}
2018-08-10_1016_2522,423.7335,foraging,2018-08-10,2,"{'1016', '2522'}"
2018-08-10_1023,993.6953125,foraging,2018-08-10,1,{'1023'}
2018-08-10_1023_1106,149.553,foraging,2018-08-10,2,"{'1106', '1023'}"
2018-08-10_1023_1121,58.85714290000001,foraging,2018-08-10,2,"{'1121', '1023'}"
2018-08-10_1035,353.1428574,foraging,2018-08-10,1,{'1035'}
2018-08-10_1116,58.85714290000001,foraging,2018-08-10,1,{'1116'}
2018-08-10_1119_1120,170.0,foraging,2018-08-10,2,"{'1120', '1119'}"
2018-08-10_1120,164.6870855708,foraging,2018-08-10,1,{'1120'}
2018-08-10_1121,110.99362500000001,foraging,2018-08-10,1,{'1121'}
2018-08-10_1122,168.57954525,foraging,2018-08-10,1,{'1122'}
2018-08-10_2030,10817.15,foraging,2018-08-10,1,{'2030'}
2018-08-10_2031,294.28571450000004,foraging,2018-08-10,1,{'2031'}
2018-08-10_2522,147.14285725000002,foraging,2018-08-10,1,{'2522'}
2018-08-10_2523,73.5,foraging,2018-08-10,1,{'2523'}
2018-08-10_2544,49.0,foraging,2018-08-10,1,{'2544'}
2018-08-10_2544_3118,155.0,foraging,2018-08-10,2,"{'3118', '2544'}"
2018-08-10_3077,2825.901000042525,foraging,2018-08-10,1,{'3077'}
2018-08-10_3117,537.4404108161999,foraging,2018-08-10,1,{'3117'}
2018-08-10_3118,22.4772727,foraging,2018-08-10,1,{'3118'}
2018-08-11_1008_1032,126.78464,foraging,2018-08-11,2,"{'1008', '1032'}"
2018-08-11_1009,190.905,foraging,2018-08-11,1,{'1009'}
2018-08-11_1016,1848.9734873385,foraging,2018-08-11,1,{'1016'}
2018-08-11_1023,5.6681848062,foraging,2018-08-11,1,{'1023'}
2018-08-11_1023_1028_1106,4879.0,foraging,2018-08-11,3,"{'1028', '1106', '1023'}"
2018-08-11_1028,3934.85,foraging,2018-08-11,1,{'1028'}
2018-08-11_1030,99.375790744125,foraging,2018-08-11,1,{'1030'}
2018-08-11_1032_1120,137.6,foraging,2018-08-11,2,"{'1120', '1032'}"
2018-08-11_1032_3041,137.6,foraging,2018-08-11,2,"{'3041', '1032'}"
2018-08-11_1035,1646.388889,foraging,2018-08-11,1,{'1035'}
2018-08-11_1102,3720.1785715,foraging,2018-08-11,1,{'1102'}
2018-08-11_1103,584.4090902,foraging,2018-08-11,1,{'1103'}
2018-08-11_1104,7556.0,foraging,2018-08-11,1,{'1104'}
2018-08-11_1106,3272.397,foraging,2018-08-11,1,{'1106'}
2018-08-11_1115,4227.357143,foraging,2018-08-11,1,{'1115'}
2018-08-11_1116,1309.0,foraging,2018-08-11,1,{'1116'}
2018-08-11_1116_1124,859.9999999999999,foraging,2018-08-11,2,"{'1124', '1116'}"
2018-08-11_1119,2332.5,foraging,2018-08-11,1,{'1119'}
2018-08-11_1120,500.28571465000005,foraging,2018-08-11,1,{'1120'}
2018-08-11_1121,1283.1799999999998,foraging,2018-08-11,1,{'1121'}
2018-08-11_1124,12802.833333333334,foraging,2018-08-11,1,{'1124'}
2018-08-11_2030,637.330610625,foraging,2018-08-11,1,{'2030'}
2018-08-11_2031,1547.0,foraging,2018-08-11,1,{'2031'}
2018-08-11_2038_2039,2120.944,foraging,2018-08-11,2,"{'2038', '2039'}"
2018-08-11_2522,1118.2787500075938,foraging,2018-08-11,1,{'2522'}
2018-08-11_2544,30.625,foraging,2018-08-11,1,{'2544'}
2018-08-11_3040,5150.8640000000005,foraging,2018-08-11,1,{'3040'}
2018-08-11_3077,3094.0,foraging,2018-08-11,1,{'3077'}
2018-08-11_3082,550.4,foraging,2018-08-11,1,{'3082'}
2018-08-11_3119,1781.8993512012398,foraging,2018-08-11,1,{'3119'}
2018-08-11_3142,2442.5725000455627,foraging,2018-08-11,1,{'3142'}
2018-08-12_1023,1233.4,foraging,2018-08-12,1,{'1023'}
2018-08-12_1023_1106,756.8,foraging,2018-08-12,2,"{'1106', '1023'}"
2018-08-12_1028,727.7104254833333,foraging,2018-08-12,1,{'1028'}
2018-08-12_1035,818.0333333333333,foraging,2018-08-12,1,{'1035'}
2018-08-12_1035_1103,12622.5,foraging,2018-08-12,2,"{'1103', '1035'}"
2018-08-12_1102,881.39,foraging,2018-08-12,1,{'1102'}
2018-08-12_1102_1103,29160.000000000004,foraging,2018-08-12,2,"{'1102', '1103'}"
2018-08-12_1103_1121,20196.0,foraging,2018-08-12,2,"{'1121', '1103'}"
2018-08-12_1115,1746.25,foraging,2018-08-12,1,{'1115'}
2018-08-12_1116_2039_2522,6211.199999799999,foraging,2018-08-12,3,"{'2039', '1116', '2522'}"
2018-08-12_1120,1812.8214287,foraging,2018-08-12,1,{'1120'}
2018-08-12_1121,749.4048,foraging,2018-08-12,1,{'1121'}
2018-08-12_1122,1169.6,foraging,2018-08-12,1,{'1122'}
2018-08-12_2030,14107.500000000002,foraging,2018-08-12,1,{'2030'}
2018-08-12_2031,937.0315,foraging,2018-08-12,1,{'2031'}
2018-08-12_2038,2150.1375737500002,foraging,2018-08-12,1,{'2038'}
2018-08-12_2522,266.6,foraging,2018-08-12,1,{'2522'}
2018-08-12_3040,2834.17746,foraging,2018-08-12,1,{'3040'}
2018-08-12_3075,1441.965,foraging,2018-08-12,1,{'3075'}
2018-08-12_3077_3117,1071.0,foraging,2018-08-12,2,"{'3077', '3117'}"
2018-08-12_3117,176.5714287,foraging,2018-08-12,1,{'3117'}
2018-08-13_1006,53.588303999999994,foraging,2018-08-13,1,{'1006'}
2018-08-13_1007_1032_2544_3118,89.9090908,foraging,2018-08-13,4,"{'3118', '1007', '2544', '1032'}"
2018-08-13_1008_1016_1031_3119,179.8181816,foraging,2018-08-13,4,"{'1008', '1031', '1016', '3119'}"
2018-08-13_1011,112.6850484375,foraging,2018-08-13,1,{'1011'}
2018-08-13_1016,2634.642857,foraging,2018-08-13,1,{'1016'}
2018-08-13_1023_1028_1106,7735.0,foraging,2018-08-13,3,"{'1028', '1106', '1023'}"
2018-08-13_1032,70.982707674375,foraging,2018-08-13,1,{'1032'}
2018-08-13_1102,952.0,foraging,2018-08-13,1,{'1102'}
2018-08-13_1104,1800.1528051,foraging,2018-08-13,1,{'1104'}
2018-08-13_1106,178.777935,foraging,2018-08-13,1,{'1106'}
2018-08-13_1108,931.9200000000001,foraging,2018-08-13,1,{'1108'}
2018-08-13_1115,1050.970414,foraging,2018-08-13,1,{'1115'}
2018-08-13_1116,5355.0,foraging,2018-08-13,1,{'1116'}
2018-08-13_1119,4923.62,foraging,2018-08-13,1,{'1119'}
2018-08-13_1120,1285.13793295,foraging,2018-08-13,1,{'1120'}
2018-08-13_1121,1872.877475,foraging,2018-08-13,1,{'1121'}
2018-08-13_1124,2393.14765625,foraging,2018-08-13,1,{'1124'}
2018-08-13_2031,2930.790666674767,foraging,2018-08-13,1,{'2031'}
2018-08-13_2038,8112.309448500001,foraging,2018-08-13,1,{'2038'}
2018-08-13_2039,1265.3252,foraging,2018-08-13,1,{'2039'}
2018-08-13_2039_2522,6961.5,foraging,2018-08-13,2,"{'2039', '2522'}"
2018-08-13_3040_3041,10885.0,foraging,2018-08-13,2,"{'3040', '3041'}"
2018-08-13_3077,1102.5,foraging,2018-08-13,1,{'3077'}
2018-08-14_1007_1008,247.24999970000002,foraging,2018-08-14,2,"{'1008', '1007'}"
2018-08-14_1007_1010_1011_1036_2513_2523_2539_2544_3118,67.4318181,foraging,2018-08-14,9,"{'2544', '1036', '2523', '2539', '1010', '3118', '1007', '1011', '2513'}"
2018-08-14_1008,105.4,foraging,2018-08-14,1,{'1008'}
2018-08-14_1009_2538,105.4,foraging,2018-08-14,2,"{'2538', '1009'}"
2018-08-14_1010,61.25,foraging,2018-08-14,1,{'1010'}
2018-08-14_1016,3213.0,foraging,2018-08-14,1,{'1016'}
2018-08-14_1023,790.5,foraging,2018-08-14,1,{'1023'}
2018-08-14_1028_2055,11171.01136335,foraging,2018-08-14,2,"{'1028', '2055'}"
2018-08-14_1031,182.896,foraging,2018-08-14,1,{'1031'}
2018-08-14_1035,2796.5,foraging,2018-08-14,1,{'1035'}
2018-08-14_1102,5983.7,foraging,2018-08-14,1,{'1102'}
2018-08-14_1104,1195.7142860000001,foraging,2018-08-14,1,{'1104'}
2018-08-14_1108,153.125,foraging,2018-08-14,1,{'1108'}
2018-08-14_1113,1288.0,foraging,2018-08-14,1,{'1113'}
2018-08-14_1115,539.57396681215,foraging,2018-08-14,1,{'1115'}
2018-08-14_1116_2038_2522,30888.000000000004,foraging,2018-08-14,3,"{'2038', '1116', '2522'}"
2018-08-14_1119,525.04575,foraging,2018-08-14,1,{'1119'}
2018-08-14_1119_1120,172.0,foraging,2018-08-14,2,"{'1120', '1119'}"
2018-08-14_1120,600.1,foraging,2018-08-14,1,{'1120'}
2018-08-14_1121,345.9145021,foraging,2018-08-14,1,{'1121'}
2018-08-14_1122,1194.845528375,foraging,2018-08-14,1,{'1122'}
2018-08-14_2030,714.0,foraging,2018-08-14,1,{'2030'}
2018-08-14_2031,3083.8571429,foraging,2018-08-14,1,{'2031'}
2018-08-14_3040,535.188304,foraging,2018-08-14,1,{'3040'}
2018-08-14_3077,5057.5,foraging,2018-08-14,1,{'3077'}
2018-08-14_3115,344.0,foraging,2018-08-14,1,{'3115'}
2018-08-14_3117,4522.0,foraging,2018-08-14,1,{'3117'}
2018-08-14_3119,623.6,foraging,2018-08-14,1,{'3119'}
2018-08-15_1008,91.875,foraging,2018-08-15,1,{'1008'}
2018-08-15_1009_1011_1016_2539_3118,155.0,foraging,2018-08-15,5,"{'2539', '1009', '3118', '1016', '1011'}"
2018-08-15_1016,754.3860000121499,foraging,2018-08-15,1,{'1016'}
2018-08-15_1028,773.45,foraging,2018-08-15,1,{'1028'}
2018-08-15_1032,476.0,foraging,2018-08-15,1,{'1032'}
2018-08-15_1035,134.8636362,foraging,2018-08-15,1,{'1035'}
2018-08-15_1035_3134,25245.0,foraging,2018-08-15,2,"{'1035', '3134'}"
2018-08-15_1101,2421.64772715,foraging,2018-08-15,1,{'1101'}
2018-08-15_1102,12523.5,foraging,2018-08-15,1,{'1102'}
2018-08-15_1103,2057.58,foraging,2018-08-15,1,{'1103'}
2018-08-15_1106,7795.25,foraging,2018-08-15,1,{'1106'}
2018-08-15_1116,833.0,foraging,2018-08-15,1,{'1116'}
2018-08-15_1116_1124,6531.0,foraging,2018-08-15,2,"{'1124', '1116'}"
2018-08-15_1119,13431.54575,foraging,2018-08-15,1,{'1119'}
2018-08-15_1120,117.71428580000001,foraging,2018-08-15,1,{'1120'}
2018-08-15_1121,4053.5,foraging,2018-08-15,1,{'1121'}
2018-08-15_2030,6729.295312500001,foraging,2018-08-15,1,{'2030'}
2018-08-15_2031,265.7896513,foraging,2018-08-15,1,{'2031'}
2018-08-15_2039,2525.7995537500005,foraging,2018-08-15,1,{'2039'}
2018-08-15_2055,8202.625,foraging,2018-08-15,1,{'2055'}
2018-08-15_2522,1353.1567858,foraging,2018-08-15,1,{'2522'}
2018-08-15_3041,3891.7644966375,foraging,2018-08-15,1,{'3041'}
2018-08-15_3077,56.19318175,foraging,2018-08-15,1,{'3077'}
2018-08-15_3077_3134,11434.5,foraging,2018-08-15,2,"{'3077', '3134'}"
2018-08-15_3117,1052.9145023333333,foraging,2018-08-15,1,{'3117'}
2018-08-15_3117_3134,24799.5,foraging,2018-08-15,2,"{'3134', '3117'}"
2018-08-15_3119,16.68600001215,foraging,2018-08-15,1,{'3119'}
2018-08-16_1006,4059.0,foraging,2018-08-16,1,{'1006'}
2018-08-16_1006_1101,11040.5,foraging,2018-08-16,2,"{'1101', '1006'}"
2018-08-16_1007,127.11111120000001,foraging,2018-08-16,1,{'1007'}
2018-08-16_1007_2513_2523_2544_3118,894.4,foraging,2018-08-16,5,"{'2544', '2523', '3118', '1007', '2513'}"
2018-08-16_1016,590.4841270000001,foraging,2018-08-16,1,{'1016'}
2018-08-16_1016_1035_3077_3117,62.0,foraging,2018-08-16,4,"{'1016', '1035', '3077', '3117'}"
2018-08-16_1023,1693.7333333333333,foraging,2018-08-16,1,{'1023'}
2018-08-16_1028,83.43000006075,foraging,2018-08-16,1,{'1028'}
2018-08-16_1028_1106,398.808,foraging,2018-08-16,2,"{'1106', '1028'}"
2018-08-16_1030,30.625,foraging,2018-08-16,1,{'1030'}
2018-08-16_1102,0.279,foraging,2018-08-16,1,{'1102'}
2018-08-16_1104,159.82555123333336,foraging,2018-08-16,1,{'1104'}
2018-08-16_1106,176.5714287,foraging,2018-08-16,1,{'1106'}
2018-08-16_1116,33.322662,foraging,2018-08-16,1,{'1116'}
2018-08-16_1116_2522,2023.0,foraging,2018-08-16,2,"{'1116', '2522'}"
2018-08-16_1120,1164.20109932,foraging,2018-08-16,1,{'1120'}
2018-08-16_1121,861.3399999999999,foraging,2018-08-16,1,{'1121'}
2018-08-16_1122,24591.6,foraging,2018-08-16,1,{'1122'}
2018-08-16_1124,913.0334978166666,foraging,2018-08-16,1,{'1124'}
2018-08-16_2030,2339.2,foraging,2018-08-16,1,{'2030'}
2018-08-16_2031,1172.5714286,foraging,2018-08-16,1,{'2031'}
2018-08-16_2039,1818.7142858,foraging,2018-08-16,1,{'2039'}
2018-08-16_2522,711.45,foraging,2018-08-16,1,{'2522'}
2018-08-16_2523,55.125,foraging,2018-08-16,1,{'2523'}
2018-08-16_2538,1053.8571428,foraging,2018-08-16,1,{'2538'}
2018-08-16_2539,49.0,foraging,2018-08-16,1,{'2539'}
2018-08-16_3118,127.11111120000001,foraging,2018-08-16,1,{'3118'}
2018-08-16_3119,79.4444445,foraging,2018-08-16,1,{'3119'}
2018-08-16_3142,955.0725000455625,foraging,2018-08-16,1,{'3142'}
2018-08-17_1006_1032,11129.4,foraging,2018-08-17,2,"{'1032', '1006'}"
2018-08-17_1007,85.75,foraging,2018-08-17,1,{'1007'}
2018-08-17_1008,91.875,foraging,2018-08-17,1,{'1008'}
2018-08-17_1009_1031,31.0,foraging,2018-08-17,2,"{'1031', '1009'}"
2018-08-17_1010_2522_2539_3077,49.0,foraging,2018-08-17,4,"{'2539', '1010', '3077', '2522'}"
2018-08-17_1016,73.5,foraging,2018-08-17,1,{'1016'}
2018-08-17_1016_3077,199.404,foraging,2018-08-17,2,"{'1016', '3077'}"
2018-08-17_1023_1028,590.8986190833333,foraging,2018-08-17,2,"{'1028', '1023'}"
2018-08-17_1035,73.5,foraging,2018-08-17,1,{'1035'}
2018-08-17_1035_3117,249.255,foraging,2018-08-17,2,"{'1035', '3117'}"
2018-08-17_1104,1785.0,foraging,2018-08-17,1,{'1104'}
2018-08-17_1116,85.75,foraging,2018-08-17,1,{'1116'}
2018-08-17_1120,92.01190478333335,foraging,2018-08-17,1,{'1120'}
2018-08-17_1124,43254.0,foraging,2018-08-17,1,{'1124'}
2018-08-17_2030,38880.0,foraging,2018-08-17,1,{'2030'}
2018-08-17_2031,1345.69571435,foraging,2018-08-17,1,{'2031'}
2018-08-17_2031_2539,3796.702,foraging,2018-08-17,2,"{'2031', '2539'}"
2018-08-17_2039,3029.11729084,foraging,2018-08-17,1,{'2039'}
2018-08-17_2522,507.33201435,foraging,2018-08-17,1,{'2522'}
2018-08-17_2523,894.4,foraging,2018-08-17,1,{'2523'}
2018-08-17_2539,10011.6428566,foraging,2018-08-17,1,{'2539'}
2018-08-17_2544,73.5,foraging,2018-08-17,1,{'2544'}
2018-08-17_3041,74.35714290000001,foraging,2018-08-17,1,{'3041'}
2018-08-17_3117,167.7714286,foraging,2018-08-17,1,{'3117'}
2018-08-17_3118,22.4772727,foraging,2018-08-17,1,{'3118'}
2018-08-18_1006_1032,340.0,foraging,2018-08-18,2,"{'1032', '1006'}"
2018-08-18_1007,1354.7835496666667,foraging,2018-08-18,1,{'1007'}
2018-08-18_1007_2523,247.24999970000002,foraging,2018-08-18,2,"{'2523', '1007'}"
2018-08-18_1009_1031_2039_2538_2542,105.4,foraging,2018-08-18,5,"{'2542', '1009', '1031', '2039', '2538'}"
2018-08-18_1010,1756.7627074,foraging,2018-08-18,1,{'1010'}
2018-08-18_1016,263.5,foraging,2018-08-18,1,{'1016'}
2018-08-18_1016_1116,2174.2390625000003,foraging,2018-08-18,2,"{'1016', '1116'}"
2018-08-18_1023,790.5,foraging,2018-08-18,1,{'1023'}
2018-08-18_1028,7047.0,foraging,2018-08-18,1,{'1028'}
2018-08-18_1028_1121,516.25,foraging,2018-08-18,2,"{'1121', '1028'}"
2018-08-18_1032_2523,1032.0,foraging,2018-08-18,2,"{'2523', '1032'}"
2018-08-18_1121,8632.849999999999,foraging,2018-08-18,1,{'1121'}
2018-08-18_2031,385.9,foraging,2018-08-18,1,{'2031'}
2018-08-18_2031_2539_2544,3272.5,foraging,2018-08-18,3,"{'2031', '2539', '2544'}"
2018-08-18_2039,263.39285725,foraging,2018-08-18,1,{'2039'}
2018-08-18_2522,902.65,foraging,2018-08-18,1,{'2522'}
2018-08-18_2523,44.9545454,foraging,2018-08-18,1,{'2523'}
2018-08-18_2539,7008.15,foraging,2018-08-18,1,{'2539'}
2018-08-18_2544,235.5555556,foraging,2018-08-18,1,{'2544'}
2018-08-18_3040,216.22400000000002,foraging,2018-08-18,1,{'3040'}
2018-08-18_3041_3117,1479.38582858,foraging,2018-08-18,2,"{'3041', '3117'}"
2018-08-18_3077,77.72900001822501,foraging,2018-08-18,1,{'3077'}
2018-08-18_3117,434.2087429,foraging,2018-08-18,1,{'3117'}
2018-08-18_3118,89.9090908,foraging,2018-08-18,1,{'3118'}
2018-08-18_3123,453.9,foraging,2018-08-18,1,{'3123'}
2018-08-19_1007_2523_3118,340.0,foraging,2018-08-19,3,"{'2523', '1007', '3118'}"
2018-08-19_1009_2538,104.58315,foraging,2018-08-19,2,"{'2538', '1009'}"
2018-08-19_1023_3117,738.0,foraging,2018-08-19,2,"{'1023', '3117'}"
2018-08-19_1028,3808.0,foraging,2018-08-19,1,{'1028'}
2018-08-19_1031_1115_1120,3162.0,foraging,2018-08-19,3,"{'1120', '1031', '1115'}"
2018-08-19_1035,2724.8999999999996,foraging,2018-08-19,1,{'1035'}
2018-08-19_1120,155.0,foraging,2018-08-19,1,{'1120'}
2018-08-19_1121,1650.55,foraging,2018-08-19,1,{'1121'}
2018-08-19_2031,4410.1140000000005,foraging,2018-08-19,1,{'2031'}
2018-08-19_2038,2069.8,foraging,2018-08-19,1,{'2038'}
2018-08-19_2039,2028.5610477333332,foraging,2018-08-19,1,{'2039'}
2018-08-19_2522,2714.05,foraging,2018-08-19,1,{'2522'}
2018-08-19_3041,3391.5,foraging,2018-08-19,1,{'3041'}
2018-08-19_3077,476.0,foraging,2018-08-19,1,{'3077'}
2018-08-20_1006,2677.9,foraging,2018-08-20,1,{'1006'}
2018-08-20_1009_2538,52.7,foraging,2018-08-20,2,"{'2538', '1009'}"
2018-08-20_1016,1483.4666666666665,foraging,2018-08-20,1,{'1016'}
2018-08-20_1023_1028_1106,2290.75,foraging,2018-08-20,3,"{'1028', '1106', '1023'}"
2018-08-20_1028_1106,294.28571450000004,foraging,2018-08-20,2,"{'1106', '1028'}"
2018-08-20_1035,1425.75,foraging,2018-08-20,1,{'1035'}
2018-08-20_1101,3714.1650000000004,foraging,2018-08-20,1,{'1101'}
2018-08-20_1102,6545.0,foraging,2018-08-20,1,{'1102'}
2018-08-20_1102_1121,196.875,foraging,2018-08-20,2,"{'1121', '1102'}"
2018-08-20_1103_1119,9188.312000000002,foraging,2018-08-20,2,"{'1103', '1119'}"
2018-08-20_1116_2522,3884.6549999999997,foraging,2018-08-20,2,"{'1116', '2522'}"
2018-08-20_1121,2510.382759,foraging,2018-08-20,1,{'1121'}
2018-08-20_1122,2476.11,foraging,2018-08-20,1,{'1122'}
2018-08-20_1124,2081.5373787500002,foraging,2018-08-20,1,{'1124'}
2018-08-20_2030,1910.277,foraging,2018-08-20,1,{'2030'}
2018-08-20_2038,3136.4060000000004,foraging,2018-08-20,1,{'2038'}
2018-08-20_2522,274.344,foraging,2018-08-20,1,{'2522'}
2018-08-20_2523,1080.625,foraging,2018-08-20,1,{'2523'}
2018-08-20_2544,122.5,foraging,2018-08-20,1,{'2544'}
2018-08-20_3040,4764.637500000001,foraging,2018-08-20,1,{'3040'}
2018-08-20_3041,2456.655,foraging,2018-08-20,1,{'3041'}
2018-08-20_3077,1963.5,foraging,2018-08-20,1,{'3077'}
2018-08-20_3118,85.75,foraging,2018-08-20,1,{'3118'}
2018-08-20_3142,2428.0,foraging,2018-08-20,1,{'3142'}
2018-08-21_1007_1016,2082.5,foraging,2018-08-21,2,"{'1007', '1016'}"
2018-08-21_1008,221.4,foraging,2018-08-21,1,{'1008'}
2018-08-21_1009,52.7,foraging,2018-08-21,1,{'1009'}
2018-08-21_1010_2513,443.95,foraging,2018-08-21,2,"{'1010', '2513'}"
2018-08-21_1101,14249.999999999998,foraging,2018-08-21,1,{'1101'}
2018-08-21_1104,2959.30790475,foraging,2018-08-21,1,{'1104'}
2018-08-21_1104_1115,3412.5,foraging,2018-08-21,2,"{'1104', '1115'}"
2018-08-21_1115,1350.4099999999999,foraging,2018-08-21,1,{'1115'}
2018-08-21_1116,2333.729296875,foraging,2018-08-21,1,{'1116'}
2018-08-21_1120,441.4619048333334,foraging,2018-08-21,1,{'1120'}
2018-08-21_1121,464.285714125,foraging,2018-08-21,1,{'1121'}
2018-08-21_2030,21739.3863635,foraging,2018-08-21,1,{'2030'}
2018-08-21_2031,585.0076637656,foraging,2018-08-21,1,{'2031'}
