id,date,total.minutes
2030,2018-08-10,382.0
2030,2018-08-11,448.0
2030,2018-08-12,441.0
2030,2018-08-13,408.0
2030,2018-08-14,316.0
2030,2018-08-15,482.0
2030,2018-08-16,360.0
2030,2018-08-17,557.0
2030,2018-08-18,1906.0
2030,2018-08-19,0.0
2030,2018-08-20,0.0
2030,2018-08-21,291.0
2030,2018-08-22,437.0
2030,2018-08-23,332.0
2030,2018-08-24,181.0
2030,2018-08-25,389.0
2030,2018-08-26,423.0
2030,2018-08-27,141.0
2030,2018-08-28,0.0
2030,2018-08-29,334.0
2030,2018-08-30,207.0
2030,2018-08-31,498.0
2030,2018-09-01,0.0
2030,2018-09-02,385.0
2031,2018-07-23,
2031,2018-07-24,
2031,2018-07-25,
2031,2018-07-26,
2031,2018-07-27,
2031,2018-07-28,
2031,2018-07-29,0.0
2031,2018-07-30,513.0
2031,2018-07-31,537.0
2031,2018-08-01,0.0
2031,2018-08-02,0.0
2031,2018-08-03,479.0
2031,2018-08-04,271.0
2031,2018-08-05,432.0
2031,2018-08-06,302.0
2031,2018-08-07,0.0
2031,2018-08-08,0.0
2031,2018-08-09,455.0
2031,2018-08-10,62.0
2031,2018-08-11,485.0
2031,2018-08-12,302.0
2031,2018-08-13,399.0
2031,2018-08-14,72.0
2031,2018-08-15,482.0
2031,2018-08-16,235.0
2031,2018-08-17,576.0
2031,2018-08-18,473.0
2031,2018-08-19,322.0
2031,2018-08-20,445.0
2031,2018-08-21,248.0
2031,2018-08-22,437.0
2031,2018-08-23,336.0
2031,2018-08-24,181.0
2031,2018-08-25,378.0
2031,2018-08-26,378.0
2031,2018-08-27,132.0
2031,2018-08-28,553.0
2031,2018-08-29,136.0
2031,2018-08-30,166.0
2031,2018-08-31,498.0
2031,2018-09-01,453.0
2031,2018-09-02,511.0
2038,2018-07-23,0.0
2038,2018-07-24,0.0
2038,2018-07-25,0.0
2038,2018-07-26,496.0
2038,2018-07-27,484.0
2038,2018-07-28,255.0
2038,2018-07-29,545.0
2038,2018-07-30,481.0
2038,2018-07-31,63.0
2038,2018-08-01,563.0
2038,2018-08-02,483.0
2038,2018-08-03,440.0
2038,2018-08-04,617.0
2038,2018-08-05,108.0
