date,pooled_group,net_food_weight_gram,gift,anon_id,kcal
06.08.18,8.0,350.0,0.0,P016,174.4785
06.08.18,9.0,818.82,0.0,P017,408.18995820000004
06.08.18,9.0,818.82,0.0,P071,408.18995820000004
07.08.18,1.0,600.0,0.0,P063,714.0
07.08.18,1.0,600.0,0.0,P056,714.0
07.08.18,1.0,600.0,0.0,P014,714.0
07.08.18,10.0,5750.0,0.0,P031,3018.75
07.08.18,10.0,5750.0,0.0,P079,3018.75
07.08.18,11.0,500.0,0.0,P031,262.5
07.08.18,11.0,500.0,0.0,P079,262.5
07.08.18,2.0,600.0,0.0,P056,353.1428574
07.08.18,2.0,600.0,0.0,P026,353.1428574
07.08.18,2.0,600.0,0.0,P014,353.1428574
07.08.18,2.0,600.0,0.0,P063,353.1428574
07.08.18,3.0,500.0,0.0,P018,112.3863635
07.08.18,3.0,500.0,0.0,P051,112.3863635
07.08.18,4.0,2150.0,0.0,P005,2709.344
07.08.18,4.0,2150.0,0.0,P042,2709.344
07.08.18,4.0,2150.0,0.0,P020,2709.344
07.08.18,4.0,2150.0,0.0,P028,2709.344
07.08.18,5.0,1900.0,0.0,P005,5909.0
07.08.18,5.0,1900.0,0.0,P020,5909.0
07.08.18,5.0,1900.0,0.0,P042,5909.0
07.08.18,5.0,1900.0,0.0,P073,5909.0
07.08.18,6.0,450.0,0.0,P073,664.2
07.08.18,6.0,450.0,0.0,P050,664.2
07.08.18,7.0,4400.0,0.0,P073,5236.0
07.08.18,7.0,4400.0,0.0,P050,5236.0
07.08.18,8.0,3500.0,0.0,P072,10885.0
07.08.18,8.0,3500.0,0.0,P010,10885.0
07.08.18,8.0,3500.0,0.0,P015,10885.0
07.08.18,9.0,1750.0,0.0,P072,5442.5
07.08.18,9.0,1750.0,0.0,P010,5442.5
07.08.18,9.0,1750.0,0.0,P015,5442.5
08.08.18,1.0,250.0,0.0,P061,147.14285725000002
08.08.18,1.0,250.0,0.0,P028,147.14285725000002
08.08.18,2.0,10350.0,0.0,P067,20120.399999999998
08.08.18,2.0,10350.0,0.0,P049,20120.399999999998
08.08.18,3.0,300.0,0.0,P049,39.96
08.08.18,3.0,300.0,0.0,P067,39.96
08.08.18,4.0,3500.0,0.0,P010,1190.0
08.08.18,4.0,3500.0,0.0,P015,1190.0
09.08.18,1.0,750.0,0.0,P016,395.25
09.08.18,1.0,750.0,0.0,P052,395.25
09.08.18,2.0,23000.0,0.0,P069,44712.0
09.08.18,2.0,23000.0,0.0,P013,44712.0
09.08.18,3.0,7700.0,0.0,P042,9163.0
09.08.18,3.0,7700.0,0.0,P026,9163.0
09.08.18,4.0,2000.0,0.0,P010,680.0
09.08.18,4.0,2000.0,0.0,P015,680.0
09.08.18,5.0,2100.0,0.0,P031,2103.1913385000003
09.08.18,5.0,2100.0,0.0,P079,2103.1913385000003
10.08.18,1.0,500.0,0.0,P051,155.0
10.08.18,1.0,500.0,0.0,P029,155.0
10.08.18,2.0,850.0,0.0,P016,423.7335
10.08.18,2.0,850.0,0.0,P026,423.7335
10.08.18,3.0,300.0,0.0,P073,149.553
10.08.18,3.0,300.0,0.0,P050,149.553
10.08.18,4.0,650.0,0.0,P050,
10.08.18,4.0,650.0,0.0,P071,
10.08.18,5.0,100.0,0.0,P050,58.85714290000001
10.08.18,5.0,100.0,0.0,P071,58.85714290000001
10.08.18,6.0,500.0,0.0,P015,170.0
10.08.18,6.0,500.0,0.0,P010,170.0
11.08.18,1.0,184.28,0.0,P027,126.78464
11.08.18,1.0,184.28,0.0,P052,126.78464
11.08.18,2.0,200.0,0.0,P009,137.6
11.08.18,2.0,200.0,0.0,P027,137.6
11.08.18,3.0,200.0,0.0,P027,137.6
11.08.18,3.0,200.0,0.0,P015,137.6
11.08.18,4.0,4100.0,0.0,P073,4879.0
11.08.18,4.0,4100.0,0.0,P028,4879.0
11.08.18,4.0,4100.0,0.0,P050,4879.0
11.08.18,5.0,1400.0,0.0,P079,2120.944
11.08.18,5.0,1400.0,0.0,P031,2120.944
11.08.18,6.0,1250.0,0.0,P042,859.9999999999999
11.08.18,6.0,1250.0,0.0,P005,859.9999999999999
12.08.18,1.0,9000.0,0.0,P013,29160.000000000004
12.08.18,1.0,9000.0,0.0,P067,29160.000000000004
12.08.18,2.0,4250.0,0.0,P013,12622.5
12.08.18,2.0,4250.0,0.0,P057,12622.5
12.08.18,3.0,6800.0,0.0,P013,20196.0
12.08.18,3.0,6800.0,0.0,P071,20196.0
12.08.18,4.0,1100.0,0.0,P050,756.8
12.08.18,4.0,1100.0,0.0,P073,756.8
12.08.18,5.0,4500.0,0.0,P042,5355.0
12.08.18,5.0,4500.0,0.0,P079,5355.0
12.08.18,5.0,4500.0,0.0,P026,5355.0
12.08.18,6.0,2100.0,0.0,P042,11065.499999399999
12.08.18,6.0,2100.0,0.0,P079,11065.499999399999
12.08.18,6.0,2100.0,0.0,P026,11065.499999399999
12.08.18,7.0,900.0,0.0,P061,1071.0
12.08.18,7.0,900.0,0.0,P014,1071.0
12.08.18,8.0,300.0,0.0,P042,2213.1
12.08.18,8.0,300.0,0.0,P079,2213.1
12.08.18,8.0,300.0,0.0,P026,2213.1
13.08.18,1.0,800.0,0.0,P016,179.8181816
13.08.18,1.0,800.0,0.0,P008,179.8181816
13.08.18,1.0,800.0,0.0,P025,179.8181816
13.08.18,1.0,800.0,0.0,P052,179.8181816
13.08.18,2.0,400.0,0.0,P027,89.9090908
13.08.18,2.0,400.0,0.0,P051,89.9090908
13.08.18,2.0,400.0,0.0,P024,89.9090908
13.08.18,2.0,400.0,0.0,P029,89.9090908
13.08.18,3.0,4000.0,0.0,P059,12440.0
13.08.18,3.0,4000.0,0.0,P009,12440.0
13.08.18,4.0,3000.0,0.0,P059,9330.0
13.08.18,4.0,3000.0,0.0,P009,9330.0
13.08.18,5.0,6500.0,0.0,P050,7735.0
13.08.18,5.0,6500.0,0.0,P073,7735.0
13.08.18,5.0,6500.0,0.0,P028,7735.0
13.08.18,6.0,5850.0,0.0,P079,6961.5
13.08.18,6.0,5850.0,0.0,P026,6961.5
14.08.18,1.0,1100.0,0.0,P024,247.24999970000002
14.08.18,1.0,1100.0,0.0,P052,247.24999970000002
14.08.18,2.0,200.0,0.0,P037,105.4
14.08.18,2.0,200.0,0.0,P045,105.4
14.08.18,3.0,10400.0,0.0,P026,30888.000000000004
14.08.18,3.0,10400.0,0.0,P031,30888.000000000004
14.08.18,3.0,10400.0,0.0,P042,30888.000000000004
14.08.18,4.0,300.0,0.0,P018,67.4318181
14.08.18,4.0,300.0,0.0,P074,67.4318181
14.08.18,4.0,300.0,0.0,P035,67.4318181
14.08.18,4.0,300.0,0.0,P029,67.4318181
14.08.18,4.0,300.0,0.0,P070,67.4318181
14.08.18,4.0,300.0,0.0,P051,67.4318181
14.08.18,4.0,300.0,0.0,P024,67.4318181
14.08.18,4.0,300.0,0.0,P063,67.4318181
14.08.18,4.0,300.0,0.0,P056,67.4318181
14.08.18,5.0,11250.0,0.0,P028,21870.0
14.08.18,5.0,11250.0,0.0,P020,21870.0
14.08.18,6.0,2100.0,0.0,P020,472.0227267
14.08.18,6.0,2100.0,0.0,P028,472.0227267
14.08.18,7.0,250.0,0.0,P010,172.0
14.08.18,7.0,250.0,0.0,P015,172.0
15.08.18,1.0,500.0,0.0,P056,155.0
15.08.18,1.0,500.0,0.0,P029,155.0
15.08.18,1.0,500.0,0.0,P037,155.0
15.08.18,1.0,500.0,0.0,P016,155.0
15.08.18,1.0,500.0,0.0,P070,155.0
15.08.18,2.0,2100.0,0.0,P042,6531.0
15.08.18,2.0,2100.0,0.0,P005,6531.0
15.08.18,3.0,3850.0,0.5,P047,11434.5
15.08.18,3.0,3850.0,0.5,P014,11434.5
15.08.18,4.0,8500.0,0.5,P047,25245.0
15.08.18,4.0,8500.0,0.5,P057,25245.0
15.08.18,5.0,8350.0,0.5,P061,24799.5
15.08.18,5.0,8350.0,0.5,P047,24799.5
16.08.18,1.0,1300.0,0.0,P029,894.4
16.08.18,1.0,1300.0,0.0,P024,894.4
16.08.18,1.0,1300.0,0.0,P074,894.4
16.08.18,1.0,1300.0,0.0,P051,894.4
16.08.18,1.0,1300.0,0.0,P018,894.4
16.08.18,2.0,200.0,0.0,P057,62.0
16.08.18,2.0,200.0,0.0,P014,62.0
16.08.18,2.0,200.0,0.0,P016,62.0
16.08.18,2.0,200.0,0.0,P061,62.0
16.08.18,3.0,800.0,0.0,P028,398.808
16.08.18,3.0,800.0,0.0,P073,398.808
16.08.18,4.0,1700.0,0.0,P042,2023.0
16.08.18,4.0,1700.0,0.0,P026,2023.0
16.08.18,5.0,1650.0,0.0,P043,5131.5
16.08.18,5.0,1650.0,0.0,P049,5131.5
16.08.18,6.0,5450.0,0.0,P049,16949.5
16.08.18,6.0,5450.0,0.0,P043,16949.5
17.08.18,1.0,100.0,0.0,P037,31.0
17.08.18,1.0,100.0,0.0,P008,31.0
17.08.18,10.0,2300.0,0.0,P036,3796.702
17.08.18,10.0,2300.0,0.0,P056,3796.702
17.08.18,2.0,400.0,0.0,P056,49.0
17.08.18,2.0,400.0,0.0,P026,49.0
17.08.18,2.0,400.0,0.0,P014,49.0
17.08.18,2.0,400.0,0.0,P063,49.0
17.08.18,3.0,500.0,0.0,P057,249.255
17.08.18,3.0,500.0,0.0,P061,249.255
17.08.18,4.0,400.0,0.0,P014,199.404
17.08.18,4.0,400.0,0.0,P016,199.404
17.08.18,5.0,5200.0,0.0,P027,10108.8
17.08.18,5.0,5200.0,0.0,P043,10108.8
17.08.18,6.0,6250.0,0.0,P043,12150.0
17.08.18,6.0,6250.0,0.0,P027,12150.0
17.08.18,7.0,250.0,0.0,P050,147.14285725000002
17.08.18,7.0,250.0,0.0,P028,147.14285725000002
17.08.18,8.0,300.0,0.0,P050,149.553
17.08.18,8.0,300.0,0.0,P028,149.553
17.08.18,9.0,1000.0,0.0,P028,1476.0
17.08.18,9.0,1000.0,0.0,P050,1476.0
18.08.18,1.0,1000.0,0.0,P043,340.0
18.08.18,1.0,1000.0,0.0,P027,340.0
18.08.18,10.0,2100.0,0.0,P061,1106.7
18.08.18,10.0,2100.0,0.0,P009,1106.7
18.08.18,11.0,750.0,0.0,P061,685.86
18.08.18,11.0,750.0,0.0,P009,685.86
18.08.18,12.0,3200.0,0.0,P061,3808.0
18.08.18,12.0,3200.0,0.0,P009,3808.0
18.08.18,13.0,100.0,0.0,P061,58.85714290000001
18.08.18,13.0,100.0,0.0,P009,58.85714290000001
18.08.18,14.0,500.0,0.0,P028,525.0
18.08.18,14.0,500.0,0.0,P071,525.0
18.08.18,15.0,800.0,0.0,P028,420.0
18.08.18,15.0,800.0,0.0,P071,420.0
18.08.18,16.0,1150.0,0.0,P071,603.75
18.08.18,16.0,1150.0,0.0,P028,603.75
18.08.18,2.0,200.0,0.0,P037,105.4
18.08.18,2.0,200.0,0.0,P033,105.4
18.08.18,2.0,200.0,0.0,P079,105.4
18.08.18,2.0,200.0,0.0,P008,105.4
18.08.18,2.0,200.0,0.0,P045,105.4
18.08.18,3.0,1100.0,0.0,P074,247.24999970000002
18.08.18,3.0,1100.0,0.0,P024,247.24999970000002
18.08.18,4.0,1500.0,0.0,P027,1032.0
18.08.18,4.0,1500.0,0.0,P074,1032.0
18.08.18,5.0,300.0,0.0,P042,596.2171875
18.08.18,5.0,300.0,0.0,P016,596.2171875
