Date,anon_id,Group,Date_Depart,Depart,Date_Arrive,Arrive,Activity.Type,Time.Out,Total.Minutes,Precision
03/08/2018,P066,7,03/08/2018,8.54,03/08/2018,11.2,Foraging,2.26,146,Observed
18/08/2018,P066,7,18/08/2018,9.0,18/08/2018,16.53,Foraging,7.53,473,Observed
20/08/2018,P066,7,20/08/2018,10.56,20/08/2018,11.58,Foraging,1.02,62,Observed
10/08/2018,P048,7,10/08/2018,10.15,10/08/2018,11.15,Foraging,1.0,60,Observed
25/08/2018,P048,7,25/08/2018,9.4,25/08/2018,12.26,Foraging,2.46,166,Observed
27/08/2018,P048,7,27/08/2018,12.02,27/08/2018,14.18,Foraging,2.16,136,Observed
30/08/2018,P048,7,30/08/2018,9.03,30/08/2018,15.45,Not Foraging,6.42,402,Observed
04/08/2018,P069,7,04/08/2018,9.21,04/08/2018,13.31,Foraging,4.1,241,Observed
18/08/2018,P069,7,18/08/2018,9.0,18/08/2018,16.54,Foraging,7.54,474,Observed
27/08/2018,P069,7,27/08/2018,12.02,27/08/2018,14.18,Foraging,2.16,136,Observed
31/08/2018,P077,7,31/08/2018,8.56,31/08/2018,13.05,Foraging,4.09,249,Observed
04/08/2018,P080,7,04/08/2018,9.15,04/08/2018,13.58,Foraging,4.43,283,Observed
13/08/2018,P080,7,13/08/2018,8.59,13/08/2018,9.42,Foraging,0.43,43,Observed
04/08/2018,P010,7,04/08/2018,9.15,04/08/2018,13.58,Foraging,4.43,283,Observed
09/08/2018,P010,7,09/08/2018,7.33,09/08/2018,8.41,Foraging,1.08,68,Observed
11/08/2018,P010,7,11/08/2018,8.05,11/08/2018,8.25,Foraging,0.2,2,Observed
13/08/2018,P010,7,13/08/2018,8.59,13/08/2018,9.42,Foraging,0.43,43,Observed
17/08/2018,P010,7,17/08/2018,8.45,17/08/2018,9.24,Not Foraging,0.39,39,Observed
18/08/2018,P010,7,18/08/2018,9.0,18/08/2018,16.53,Foraging,7.53,473,Observed
25/08/2018,P010,7,25/08/2018,9.39,25/08/2018,12.26,Foraging,2.47,167,Observed
26/08/2018,P010,7,26/08/2018,8.11,26/08/2018,16.24,Not Foraging,8.13,493,Observed
28/08/2018,P010,7,28/08/2018,8.03,28/08/2018,15.51,Foraging,7.48,468,Observed
03/08/2018,P058,7,03/08/2018,8.54,03/08/2018,11.2,Foraging,2.26,146,Observed
08/08/2018,P058,7,08/08/2018,9.36,08/08/2018,9.49,Foraging,0.13,13,Observed
20/08/2018,P058,7,20/08/2018,10.56,20/08/2018,11.58,Foraging,1.02,62,Observed
16/08/2018,P047,7,16/08/2018,9.2,16/08/2018,10.04,Foraging,0.44,44,Observed
18/08/2018,P047,7,18/08/2018,9.0,18/08/2018,16.53,Foraging,7.53,473,Observed
01/08/2018,P015,8,01/08/2018,8.52,01/08/2018,13.0,Foraging,4.08,248,Observed
09/08/2018,P015,8,09/08/2018,7.45,09/08/2018,13.34,Foraging,5.49,349,Observed
18/08/2018,P015,8,18/08/2018,9.32,18/08/2018,12.07,Foraging,2.35,155,Observed
31/08/2018,P015,8,31/08/2018,9.1,31/08/2018,12.39,Foraging,3.29,209,Observed
23/07/2018,P059,8,23/07/2018,11.59,23/07/2018,12.58,Foraging,0.59,59,Observed
10/08/2018,P059,8,10/08/2018,10.53,10/08/2018,13.07,Foraging,2.14,134,Observed
17/08/2018,P059,8,17/08/2018,9.21,17/08/2018,9.36,Foraging,0.15,15,Observed
18/08/2018,P059,8,18/08/2018,9.32,18/08/2018,10.55,Foraging,1.23,83,Observed
25/08/2018,P059,8,25/08/2018,10.28,25/08/2018,12.37,Foraging,2.09,129,Observed
26/08/2018,P059,8,26/08/2018,8.51,26/08/2018,9.12,Foraging,0.21,21,Observed
29/08/2018,P059,8,29/08/2018,13.48,29/08/2018,14.08,Foraging,0.2,2,Observed
23/07/2018,P012,8,23/07/2018,11.57,23/07/2018,12.52,Foraging,0.55,55,Observed
22/08/2018,P012,8,22/08/2018,10.04,22/08/2018,10.24,Foraging,0.2,2,Observed
28/07/2018,P005,8,28/07/2018,10.27,28/07/2018,10.33,Foraging,0.06,6,Observed
01/08/2018,P005,8,01/08/2018,8.45,01/08/2018,16.25,Foraging,7.4,424,Observed
02/08/2018,P005,8,02/08/2018,10.2,02/08/2018,16.39,Foraging,6.19,379,Observed
14/08/2018,P005,8,14/08/2018,10.06,14/08/2018,10.16,Foraging,0.1,1,Observed
19/08/2018,P005,8,19/08/2018,9.53,19/08/2018,9.55,Foraging,0.02,2,Observed
22/08/2018,P005,8,22/08/2018,10.04,22/08/2018,10.2,Foraging,0.16,16,Observed
25/08/2018,P005,8,25/08/2018,11.21,25/08/2018,11.51,Foraging,0.3,3,Observed
23/07/2018,P074,8,23/07/2018,11.57,23/07/2018,12.52,Foraging,0.55,55,Observed
26/07/2018,P074,8,26/07/2018,9.1,26/07/2018,9.28,Foraging,0.18,18,Observed
07/08/2018,P074,8,07/08/2018,8.15,07/08/2018,8.57,Foraging,0.42,42,Observed
19/08/2018,P074,8,19/08/2018,8.4,19/08/2018,14.44,Foraging,6.04,364,Observed
22/08/2018,P074,8,22/08/2018,10.04,22/08/2018,10.24,Foraging,0.2,2,Observed
25/08/2018,P074,8,25/08/2018,10.28,25/08/2018,12.15,Foraging,1.47,107,Observed
27/08/2018,P074,8,27/08/2018,12.56,27/08/2018,13.33,Foraging,0.37,37,Observed
02/09/2018,P074,8,02/09/2018,12.16,02/09/2018,13.34,Foraging,1.18,78,Observed
26/07/2018,P078,8,26/07/2018,9.1,26/07/2018,9.28,Foraging,0.18,18,Observed
19/08/2018,P078,8,19/08/2018,9.25,19/08/2018,9.54,Foraging,0.29,29,Observed
22/08/2018,P078,8,22/08/2018,10.04,22/08/2018,10.24,Foraging,0.2,2,Observed
23/07/2018,P003,8,23/07/2018,11.57,23/07/2018,12.52,Foraging,0.55,55,Observed
05/08/2018,P003,8,05/08/2018,9.0,05/08/2018,9.42,Foraging,0.42,42,Observed
17/08/2018,P003,8,17/08/2018,9.21,17/08/2018,9.33,Foraging,0.12,12,Observed
19/08/2018,P003,8,19/08/2018,9.53,19/08/2018,14.44,Foraging,4.51,291,Observed
24/08/2018,P003,8,24/08/2018,9.52,24/08/2018,16.38,Foraging,6.46,406,Observed
25/08/2018,P003,8,25/08/2018,11.21,25/08/2018,11.51,Foraging,0.3,3,Observed
12/08/2018,P043,8,12/08/2018,9.19,12/08/2018,14.43,Not Foraging,5.24,324,Observed
12/08/2018,P049,8,12/08/2018,9.19,12/08/2018,14.43,Not Foraging,5.24,324,Observed
15/08/2018,P049,8,15/08/2018,8.57,15/08/2018,17.23,Foraging,8.26,506,Observed
16/08/2018,P049,8,16/08/2018,10.24,16/08/2018,15.15,Foraging,4.51,291,Observed
23/08/2018,P049,8,23/08/2018,8.4,23/08/2018,13.05,Foraging,4.25,265,Observed
24/08/2018,P049,8,24/08/2018,9.46,24/08/2018,16.38,Foraging,6.52,412,Observed
26/07/2018,P044,8,26/07/2018,9.1,26/07/2018,9.28,Foraging,0.18,18,Observed
19/08/2018,P044,8,19/08/2018,9.25,19/08/2018,14.44,Foraging,5.19,319,Observed
29/08/2018,P044,8,29/08/2018,13.48,29/08/2018,14.2,Foraging,0.32,32,Observed
26/07/2018,P023,8,26/07/2018,9.1,26/07/2018,9.28,Foraging,0.18,18,Observed
28/07/2018,P023,8,28/07/2018,10.27,28/07/2018,10.33,Foraging,0.06,6,Observed
14/08/2018,P023,8,14/08/2018,10.06,14/08/2018,10.16,Foraging,0.1,1,Observed
19/08/2018,P023,8,19/08/2018,9.53,19/08/2018,9.55,Foraging,0.02,2,Observed
23/07/2018,P068,8,23/07/2018,11.57,23/07/2018,12.52,Foraging,0.55,55,Observed
26/07/2018,P068,8,26/07/2018,9.1,26/07/2018,9.28,Foraging,0.18,18,Observed
04/08/2018,P068,8,04/08/2018,9.21,04/08/2018,13.42,Foraging,4.21,261,Observed
18/08/2018,P068,8,18/08/2018,9.32,18/08/2018,11.13,Foraging,1.41,101,Observed
03/08/2018,P034,8,03/08/2018,9.46,03/08/2018,16.38,Foraging,6.52,412,Observed
16/08/2018,P004,8,16/08/2018,10.24,16/08/2018,15.15,Foraging,4.51,291,Observed
31/08/2018,P025,8,31/08/2018,9.1,31/08/2018,13.17,Foraging,4.07,247,Observed
27/07/2018,P051,8,27/07/2018,9.38,27/07/2018,16.06,Foraging,6.28,388,Observed
31/07/2018,P051,8,31/07/2018,10.1,31/07/2018,14.09,Foraging,3.59,239,Observed
03/08/2018,P051,8,03/08/2018,10.29,03/08/2018,16.05,Foraging,5.36,336,Observed
06/08/2018,P051,8,06/08/2018,8.45,06/08/2018,11.1,Foraging,2.25,145,Observed
27/08/2018,P051,8,27/08/2018,12.56,27/08/2018,17.04,Foraging,4.08,248,Observed
01/08/2018,P046,8,01/08/2018,8.37,01/08/2018,16.25,Foraging,7.48,468,Observed
02/08/2018,P046,8,02/08/2018,8.54,02/08/2018,16.39,Foraging,7.45,465,Observed
01/08/2018,P039,8,01/08/2018,8.45,01/08/2018,16.25,Foraging,7.4,424,Observed
02/08/2018,P039,8,02/08/2018,10.23,02/08/2018,16.39,Foraging,6.16,376,Observed
03/08/2018,P039,8,03/08/2018,10.29,03/08/2018,16.04,Foraging,5.35,335,Observed
11/08/2018,P039,8,11/08/2018,8.23,11/08/2018,15.39,Foraging,7.16,436,Observed
13/08/2018,P039,8,13/08/2018,9.15,13/08/2018,14.58,Foraging,5.43,343,Observed
20/08/2018,P039,8,20/08/2018,11.08,20/08/2018,12.48,Not Foraging,1.4,64,Observed
12/08/2018,P052,8,12/08/2018,9.19,12/08/2018,14.45,Not Foraging,5.26,326,Observed
16/08/2018,P052,8,16/08/2018,10.24,16/08/2018,15.16,Foraging,4.52,292,Observed
27/07/2018,P050,8,27/07/2018,9.38,27/07/2018,16.06,Foraging,6.28,388,Observed
11/08/2018,P050,8,11/08/2018,8.11,11/08/2018,15.37,Foraging,7.26,446,Observed
13/08/2018,P050,8,13/08/2018,9.15,13/08/2018,14.58,Foraging,5.43,343,Observed
20/08/2018,P050,8,20/08/2018,11.08,20/08/2018,12.48,Not Foraging,1.4,64,Observed
21/08/2018,P073,8,21/08/2018,10.08,21/08/2018,18.05,Foraging,7.57,477,Observed
28/08/2018,P073,8,28/08/2018,8.26,28/08/2018,17.09,Foraging,8.43,523,Observed
03/08/2018,P042,8,03/08/2018,10.36,03/08/2018,16.04,Foraging,5.28,328,Observed
04/08/2018,P042,8,04/08/2018,9.21,04/08/2018,13.42,Foraging,4.21,261,Observed
27/07/2018,P020,8,27/07/2018,9.41,27/07/2018,16.06,Foraging,6.25,385,Observed
31/07/2018,P020,8,31/07/2018,10.11,31/07/2018,14.09,Foraging,3.58,238,Observed
02/08/2018,P020,8,02/08/2018,10.2,02/08/2018,16.15,Foraging,5.55,355,Observed
03/08/2018,P020,8,03/08/2018,9.0,03/08/2018,12.27,Foraging,3.27,207,Observed
02/08/2018,P006,8,02/08/2018,8.19,02/08/2018,16.15,Foraging,7.56,476,Observed
03/08/2018,P006,8,03/08/2018,8.54,03/08/2018,12.27,Foraging,3.33,213,Observed
09/08/2018,P006,8,09/08/2018,7.45,09/08/2018,13.34,Foraging,5.49,349,Observed
01/09/2018,P006,8,01/09/2018,11.46,01/09/2018,13.34,Foraging,1.48,108,Observed
21/08/2018,P011,8,21/08/2018,10.08,21/08/2018,18.05,Foraging,7.57,477,Observed
28/08/2018,P011,8,28/08/2018,8.21,28/08/2018,17.09,Foraging,8.48,528,Observed
23/08/2018,P028,8,23/08/2018,8.4,23/08/2018,13.0,Foraging,4.2,242,Observed
09/08/2018,P061,8,09/08/2018,7.46,09/08/2018,8.23,Foraging,0.37,37,Observed
15/08/2018,P061,8,15/08/2018,8.51,15/08/2018,17.23,Foraging,8.32,512,Observed
24/08/2018,P061,8,24/08/2018,9.44,24/08/2018,16.38,Foraging,6.54,414,Observed
25/07/2018,P007,8,25/07/2018,12.48,25/07/2018,16.01,Foraging,3.13,193,Observed
10/08/2018,P007,8,10/08/2018,10.5,10/08/2018,13.07,Foraging,2.17,137,Observed
24/08/2018,P007,8,24/08/2018,9.44,24/08/2018,16.38,Foraging,6.54,414,Observed
26/08/2018,P007,8,26/08/2018,8.51,26/08/2018,9.12,Foraging,0.21,21,Observed
02/09/2018,P007,8,02/09/2018,12.16,02/09/2018,13.34,Foraging,1.18,78,Observed
07/08/2018,P038,8,07/08/2018,8.1,07/08/2018,9.16,Foraging,1.06,66,Observed
08/08/2018,P038,8,08/08/2018,10.01,08/08/2018,12.49,Foraging,2.48,168,Observed
23/08/2018,P038,8,23/08/2018,8.4,23/08/2018,13.05,Foraging,4.25,265,Observed
24/08/2018,P038,8,24/08/2018,9.47,24/08/2018,16.38,Foraging,6.51,411,Observed
30/08/2018,P038,8,30/08/2018,9.5,30/08/2018,12.41,Foraging,2.51,171,Observed
25/07/2018,P064,8,25/07/2018,12.48,25/07/2018,16.01,Foraging,3.13,193,Observed
18/08/2018,P064,8,18/08/2018,10.46,18/08/2018,10.55,Foraging,0.09,9,Observed
25/08/2018,P064,8,25/08/2018,11.21,25/08/2018,12.37,Foraging,1.16,76,Observed
26/08/2018,P064,8,26/08/2018,8.52,26/08/2018,8.57,Foraging,0.05,5,Observed
14/08/2018,P036,8,14/08/2018,10.06,14/08/2018,10.16,Foraging,0.1,1,Observed
22/08/2018,P036,8,22/08/2018,10.04,22/08/2018,10.24,Foraging,0.2,2,Observed
07/08/2018,P040,8,07/08/2018,8.15,07/08/2018,8.57,Foraging,0.42,42,Observed
19/08/2018,P040,8,19/08/2018,9.25,19/08/2018,14.44,Foraging,5.19,319,Observed
22/08/2018,P040,8,22/08/2018,10.04,22/08/2018,10.24,Foraging,0.2,2,Observed
25/08/2018,P040,8,25/08/2018,10.28,25/08/2018,12.37,Foraging,2.09,129,Observed
29/08/2018,P040,8,29/08/2018,13.48,29/08/2018,14.2,Foraging,0.32,32,Observed
02/09/2018,P040,8,02/09/2018,12.16,02/09/2018,13.34,Foraging,1.18,78,Observed
17/08/2018,P066,8,17/08/2018,9.21,17/08/2018,9.4,Foraging,0.19,19,Observed
19/08/2018,P066,8,19/08/2018,13.4,19/08/2018,14.44,Foraging,1.04,64,Observed
25/08/2018,P066,8,25/08/2018,10.28,25/08/2018,12.15,Foraging,1.47,107,Observed
29/08/2018,P066,8,29/08/2018,13.48,29/08/2018,13.54,Foraging,0.06,6,Observed
24/07/2018,P048,8,24/07/2018,8.46,24/07/2018,16.57,Foraging,8.11,491,Observed
29/07/2018,P048,8,29/07/2018,8.26,29/07/2018,9.06,Foraging,0.4,4,Observed
01/09/2018,P048,8,01/09/2018,11.03,01/09/2018,13.33,Foraging,2.3,123,Observed
24/07/2018,P069,8,24/07/2018,8.46,24/07/2018,16.57,Foraging,8.11,491,Observed
29/07/2018,P069,8,29/07/2018,8.26,29/07/2018,9.06,Foraging,0.4,4,Observed
01/09/2018,P069,8,01/09/2018,11.03,01/09/2018,13.07,Foraging,2.04,124,Observed
27/07/2018,P032,8,27/07/2018,9.41,27/07/2018,16.06,Foraging,6.25,385,Observed
23/07/2018,P080,8,23/07/2018,11.57,23/07/2018,12.58,Foraging,1.01,61,Observed
24/07/2018,P080,8,24/07/2018,8.46,24/07/2018,16.57,Foraging,8.11,491,Observed
29/07/2018,P080,8,29/07/2018,8.44,29/07/2018,9.06,Foraging,0.22,22,Observed
03/08/2018,P080,8,03/08/2018,9.27,03/08/2018,16.22,Foraging,6.55,415,Observed
05/08/2018,P080,8,05/08/2018,9.0,05/08/2018,9.42,Foraging,0.42,42,Observed
06/08/2018,P080,8,06/08/2018,8.45,06/08/2018,11.1,Foraging,2.25,145,Observed
07/08/2018,P080,8,07/08/2018,8.11,07/08/2018,9.16,Foraging,1.05,65,Observed
30/08/2018,P080,8,30/08/2018,9.5,30/08/2018,10.07,Foraging,0.17,17,Observed
27/07/2018,P010,8,27/07/2018,9.43,27/07/2018,16.06,Foraging,6.23,383,Observed
03/08/2018,P010,8,03/08/2018,9.0,03/08/2018,11.2,Foraging,2.2,122,Observed
08/08/2018,P010,8,08/08/2018,10.01,08/08/2018,12.49,Foraging,2.48,168,Observed
30/08/2018,P010,8,30/08/2018,9.5,30/08/2018,12.41,Foraging,2.51,171,Observed
17/08/2018,P058,8,17/08/2018,9.21,17/08/2018,9.58,Foraging,0.37,37,Observed
18/08/2018,P058,8,18/08/2018,9.32,18/08/2018,10.55,Foraging,1.23,83,Observed
19/08/2018,P058,8,19/08/2018,9.52,19/08/2018,14.44,Foraging,4.52,292,Observed
05/08/2018,P047,8,05/08/2018,9.0,05/08/2018,9.42,Foraging,0.42,42,Observed
17/08/2018,P047,8,17/08/2018,9.21,17/08/2018,9.33,Foraging,0.12,12,Observed
19/08/2018,P047,8,19/08/2018,10.03,19/08/2018,14.44,Foraging,4.41,281,Observed
22/08/2018,P047,8,22/08/2018,10.04,22/08/2018,10.2,Foraging,0.16,16,Observed
28/07/2018,P015,9,28/07/2018,12.06,28/07/2018,13.54,Foraging,1.48,108,Observed
29/07/2018,P015,9,29/07/2018,8.51,29/07/2018,9.37,Foraging,0.46,46,Observed
15/08/2018,P015,9,15/08/2018,9.07,15/08/2018,11.02,Foraging,1.55,115,Observed
16/08/2018,P015,9,16/08/2018,10.24,16/08/2018,17.24,Foraging,7.0,420,Observed
20/08/2018,P015,9,20/08/2018,12.11,20/08/2018,15.36,Foraging,3.25,205,Observed
25/07/2018,P059,9,25/07/2018,15.04,25/07/2018,15.3,Foraging,0.26,26,Observed
06/08/2018,P059,9,06/08/2018,8.5,06/08/2018,11.1,Foraging,2.2,122,Observed
11/08/2018,P059,9,11/08/2018,8.14,11/08/2018,12.36,Foraging,4.22,262,Observed
18/08/2018,P059,9,18/08/2018,11.09,18/08/2018,13.48,Foraging,2.39,159,Observed
19/08/2018,P059,9,19/08/2018,9.3,19/08/2018,10.31,Not Foraging,1.01,61,Observed
20/08/2018,P059,9,20/08/2018,12.11,20/08/2018,15.36,Foraging,3.25,205,Observed
21/08/2018,P059,9,21/08/2018,10.4,21/08/2018,15.37,Foraging,4.57,297,Observed
01/09/2018,P059,9,01/09/2018,11.38,01/09/2018,12.47,Foraging,1.09,69,Observed
03/08/2018,P012,9,03/08/2018,9.18,03/08/2018,9.27,Foraging,0.09,9,Observed
21/08/2018,P012,9,21/08/2018,10.4,21/08/2018,15.37,Foraging,4.57,297,Observed
03/08/2018,P005,9,03/08/2018,9.18,03/08/2018,9.27,Foraging,0.09,9,Observed
04/08/2018,P074,9,04/08/2018,12.07,04/08/2018,12.15,Foraging,0.08,8,Observed
14/08/2018,P074,9,14/08/2018,10.21,14/08/2018,10.51,Foraging,0.3,3,Observed
21/08/2018,P074,9,21/08/2018,10.4,21/08/2018,15.37,Foraging,4.57,297,Observed
03/08/2018,P078,9,03/08/2018,9.18,03/08/2018,9.27,Foraging,0.09,9,Observed
04/08/2018,P078,9,04/08/2018,12.07,04/08/2018,12.15,Foraging,0.08,8,Observed
11/08/2018,P078,9,11/08/2018,8.14,11/08/2018,9.22,Foraging,1.08,68,Observed
26/07/2018,P003,9,26/07/2018,9.39,26/07/2018,10.58,Foraging,1.19,79,Observed
04/08/2018,P003,9,04/08/2018,11.49,04/08/2018,12.15,Foraging,0.26,26,Observed
21/08/2018,P003,9,21/08/2018,10.4,21/08/2018,15.37,Foraging,4.57,297,Observed
13/08/2018,P043,9,13/08/2018,9.16,13/08/2018,16.5,Foraging,7.34,454,Observed
27/08/2018,P043,9,27/08/2018,13.29,27/08/2018,14.52,Foraging,1.23,83,Observed
30/08/2018,P043,9,30/08/2018,10.11,30/08/2018,13.23,Foraging,3.12,192,Observed
07/08/2018,P049,9,07/08/2018,9.42,07/08/2018,16.17,Foraging,6.35,395,Observed
09/08/2018,P049,9,09/08/2018,9.06,09/08/2018,16.25,Foraging,7.19,439,Observed
13/08/2018,P049,9,13/08/2018,9.16,13/08/2018,16.5,Foraging,7.34,454,Observed
27/08/2018,P049,9,27/08/2018,13.29,27/08/2018,14.52,Foraging,1.23,83,Observed
02/08/2018,P044,9,02/08/2018,10.21,02/08/2018,15.1,Foraging,4.49,289,Observed
24/08/2018,P044,9,24/08/2018,10.05,24/08/2018,17.04,Foraging,6.59,419,Observed
24/07/2018,P023,9,24/07/2018,8.57,24/07/2018,18.15,Foraging,9.18,558,Observed
02/08/2018,P023,9,02/08/2018,10.21,02/08/2018,15.1,Foraging,4.49,289,Observed
03/08/2018,P023,9,03/08/2018,9.18,03/08/2018,9.27,Foraging,0.09,9,Observed
28/07/2018,P068,9,28/07/2018,12.06,28/07/2018,13.54,Foraging,1.48,108,Observed
29/07/2018,P068,9,29/07/2018,8.51,29/07/2018,9.37,Foraging,0.46,46,Observed
11/08/2018,P068,9,11/08/2018,8.14,11/08/2018,9.22,Foraging,1.08,68,Observed
15/08/2018,P068,9,15/08/2018,9.08,15/08/2018,11.02,Foraging,1.54,114,Observed
22/08/2018,P068,9,22/08/2018,10.11,22/08/2018,10.5,Foraging,0.39,39,Observed
17/08/2018,P034,9,17/08/2018,9.49,17/08/2018,10.24,Foraging,0.35,35,Observed
29/08/2018,P034,9,29/08/2018,14.19,29/08/2018,16.18,Not Foraging,1.59,119,Observed
16/08/2018,P025,9,16/08/2018,10.25,16/08/2018,17.45,Foraging,7.2,422,Observed
23/08/2018,P025,9,23/08/2018,9.24,23/08/2018,15.49,Foraging,6.25,385,Observed
09/08/2018,P051,9,09/08/2018,8.39,09/08/2018,16.11,Foraging,7.32,452,Observed
16/08/2018,P051,9,16/08/2018,10.26,16/08/2018,17.45,Foraging,7.19,439,Observed
23/08/2018,P051,9,23/08/2018,9.24,23/08/2018,15.43,Foraging,6.19,379,Observed
23/07/2018,P039,9,23/07/2018,13.16,23/07/2018,14.42,Foraging,1.26,86,Observed
13/08/2018,P052,9,13/08/2018,9.16,13/08/2018,16.5,Foraging,7.34,454,Observed
30/08/2018,P052,9,30/08/2018,10.11,30/08/2018,13.23,Foraging,3.12,192,Observed
02/08/2018,P050,9,02/08/2018,10.2,02/08/2018,15.1,Foraging,4.5,245,Observed
24/07/2018,P073,9,24/07/2018,8.57,24/07/2018,18.15,Foraging,9.18,558,Observed
29/07/2018,P073,9,29/07/2018,8.52,29/07/2018,12.54,Foraging,4.02,242,Observed
07/08/2018,P073,9,07/08/2018,9.26,07/08/2018,17.0,Foraging,7.34,454,Observed
09/08/2018,P073,9,09/08/2018,8.39,09/08/2018,16.25,Foraging,7.46,466,Observed
12/08/2018,P073,9,12/08/2018,9.31,12/08/2018,11.31,Foraging,2.0,120,Observed
24/08/2018,P073,9,24/08/2018,10.05,24/08/2018,17.04,Foraging,6.59,419,Observed
23/07/2018,P042,9,23/07/2018,13.16,23/07/2018,14.17,Foraging,1.01,61,Observed
27/07/2018,P042,9,27/07/2018,9.41,27/07/2018,13.48,Foraging,4.07,247,Observed
29/07/2018,P042,9,29/07/2018,8.5,29/07/2018,12.54,Foraging,4.04,244,Observed
02/08/2018,P042,9,02/08/2018,10.21,02/08/2018,15.1,Foraging,4.49,289,Observed
05/08/2018,P020,9,05/08/2018,9.06,05/08/2018,15.3,Foraging,6.24,384,Observed
08/08/2018,P020,9,08/08/2018,10.39,08/08/2018,13.56,Foraging,3.17,197,Observed
09/08/2018,P020,9,09/08/2018,8.39,09/08/2018,16.25,Foraging,7.46,466,Observed
13/08/2018,P020,9,13/08/2018,9.16,13/08/2018,16.5,Foraging,7.34,454,Observed
27/08/2018,P020,9,27/08/2018,13.31,27/08/2018,14.52,Foraging,1.21,81,Observed
05/08/2018,P006,9,05/08/2018,9.16,05/08/2018,15.3,Foraging,6.14,374,Observed
08/08/2018,P006,9,08/08/2018,10.43,08/08/2018,13.56,Foraging,3.13,193,Observed
15/08/2018,P006,9,15/08/2018,9.07,15/08/2018,13.14,Foraging,4.07,247,Observed
22/08/2018,P006,9,22/08/2018,10.11,22/08/2018,11.55,Foraging,1.44,104,Observed
31/08/2018,P006,9,31/08/2018,9.13,31/08/2018,13.17,Foraging,4.04,244,Observed
24/07/2018,P011,9,24/07/2018,8.55,24/07/2018,18.15,Foraging,9.2,542,Observed
07/08/2018,P011,9,07/08/2018,9.25,07/08/2018,17.0,Foraging,7.35,455,Observed
24/08/2018,P011,9,24/08/2018,10.01,24/08/2018,17.04,Foraging,7.03,423,Observed
30/07/2018,P029,9,30/07/2018,9.01,30/07/2018,17.55,Foraging,8.54,534,Observed
26/08/2018,P029,9,26/08/2018,8.52,26/08/2018,15.55,Foraging,7.03,423,Observed
30/07/2018,P009,9,30/07/2018,9.03,30/07/2018,17.36,Foraging,8.33,513,Observed
09/08/2018,P009,9,09/08/2018,8.39,09/08/2018,16.14,Foraging,7.35,455,Observed
26/08/2018,P009,9,26/08/2018,8.52,26/08/2018,15.1,Foraging,6.18,378,Observed
01/08/2018,P060,9,01/08/2018,8.57,01/08/2018,18.2,Foraging,9.23,563,Observed
01/08/2018,P028,9,01/08/2018,8.59,01/08/2018,18.2,Foraging,9.21,561,Observed
12/08/2018,P028,9,12/08/2018,12.1,12/08/2018,15.57,Foraging,3.47,227,Observed
18/08/2018,P028,9,18/08/2018,11.09,18/08/2018,13.48,Foraging,2.39,159,Observed
25/08/2018,P028,9,25/08/2018,11.06,25/08/2018,15.29,Foraging,4.23,263,Observed
07/08/2018,P061,9,07/08/2018,9.25,07/08/2018,16.37,Foraging,7.12,432,Observed
31/08/2018,P061,9,31/08/2018,9.14,31/08/2018,12.39,Foraging,3.25,205,Observed
01/08/2018,P007,9,01/08/2018,8.59,01/08/2018,18.2,Foraging,9.21,561,Observed
04/08/2018,P007,9,04/08/2018,12.07,04/08/2018,12.15,Foraging,0.08,8,Observed
11/08/2018,P007,9,11/08/2018,8.14,11/08/2018,12.36,Foraging,4.22,262,Observed
28/08/2018,P007,9,28/08/2018,8.3,28/08/2018,13.05,Foraging,4.35,275,Observed
01/09/2018,P007,9,01/09/2018,11.38,01/09/2018,12.09,Foraging,0.31,31,Observed
09/08/2018,P038,9,09/08/2018,8.39,09/08/2018,16.24,Foraging,7.45,465,Observed
12/08/2018,P038,9,12/08/2018,9.31,12/08/2018,11.31,Foraging,2.0,120,Observed
25/08/2018,P038,9,25/08/2018,11.06,25/08/2018,15.28,Foraging,4.22,262,Observed
03/08/2018,P064,9,03/08/2018,9.18,03/08/2018,9.27,Foraging,0.09,9,Observed
04/08/2018,P064,9,04/08/2018,11.49,04/08/2018,12.15,Foraging,0.26,26,Observed
11/08/2018,P064,9,11/08/2018,8.14,11/08/2018,9.22,Foraging,1.08,68,Observed
18/08/2018,P064,9,18/08/2018,11.12,18/08/2018,13.48,Foraging,2.36,156,Observed
19/08/2018,P064,9,19/08/2018,9.3,19/08/2018,10.31,Not Foraging,1.01,61,Observed
20/08/2018,P064,9,20/08/2018,12.11,20/08/2018,15.36,Foraging,3.25,205,Observed
04/08/2018,P040,9,04/08/2018,12.07,04/08/2018,12.15,Foraging,0.08,8,Observed
14/08/2018,P040,9,14/08/2018,10.21,14/08/2018,10.51,Foraging,0.3,3,Observed
04/08/2018,P066,9,04/08/2018,12.07,04/08/2018,12.15,Foraging,0.08,8,Observed
06/08/2018,P066,9,06/08/2018,8.5,06/08/2018,11.1,Foraging,2.2,122,Observed
10/08/2018,P066,9,10/08/2018,10.53,10/08/2018,13.04,Foraging,2.11,131,Observed
11/08/2018,P066,9,11/08/2018,10.23,11/08/2018,12.36,Foraging,2.13,133,Observed
11/08/2018,P066,9,11/08/2018,8.14,11/08/2018,10.14,Foraging,2.0,120,Observed
14/08/2018,P066,9,14/08/2018,10.21,14/08/2018,10.51,Foraging,0.3,3,Observed
20/08/2018,P066,9,20/08/2018,12.11,20/08/2018,15.36,Foraging,3.25,205,Observed
