"Date","pooled_group","index","net_food_weight_gram","gift","ID","article","state"
"20.08.18",NA,64,4100,0,1124,"blue duiker","smoked"
"20.08.18",NA,35,4100,0,3041,"mela","ready-to-eat"
"20.08.18",NA,35,5200,0,1121,"mela","ready-to-eat"
"20.08.18",NA,35,5500,0,1102,"mela","ready-to-eat"
"21.08.18",NA,51,85.05,0,2031,"peppers","with stems"
"21.08.18",NA,22,100,0,2039,"cassava","with skin"
"21.08.18",NA,24,100,0,1009,"cassava leaves","with stem"
"21.08.18",NA,43,113.4,0,1120,"mbeku","0"
"21.08.18",NA,36,150,0,1008,"pusa","without skin"
"21.08.18",NA,75,200,0,1120,"caterpillars","with guts"
"21.08.18",NA,14,200,0,2039,"ekule","ready-to-eat"
"21.08.18",NA,53,200,0,3077,"mushooms","ready-to-eat"
"21.08.18",NA,11,250,0,1104,"papaya","with peel"
"21.08.18",NA,36,250,0,3119,"pusa","without skin"
"21.08.18",NA,40,300,0,1101,"kana","without husk"
"21.08.18",NA,25,300,0,1116,"kaso","with shell"
"21.08.18",NA,47,400,0,1116,"matokodi","ready-to-eat"
"21.08.18",NA,36,400,0,1116,"pusa","without skin"
"21.08.18",NA,30,500,0,1120,"koko","with stem"
"21.08.18",NA,2,500,0,3040,"maondo","with peel"
"21.08.18",NA,10,500,0,1121,"palm wine","0"
"21.08.18",NA,24,600,0,1101,"cassava leaves","with stem"
"21.08.18",NA,53,600,0,1115,"mushooms","ready-to-eat"
"21.08.18",NA,5,600,0,3040,"palm nut","without thorns"
"21.08.18",NA,38,650,0,3077,"banana","with peel"
"21.08.18",NA,35,750,0,1120,"mela","ready-to-eat"
"21.08.18",NA,4,900,0,3077,"taro leaves","ready-to-eat"
"21.08.18",NA,22,1000,0,2031,"cassava","with skin"
"21.08.18",NA,2,1000,0,2030,"maondo","with peel"
"21.08.18",NA,2,1000,0,2038,"maondo","with peel"
"21.08.18",NA,30,1250,0,2522,"koko","with stem"
"21.08.18",NA,55,1400,0,2522,"ediki","with inedible"
"21.08.18",NA,24,1500,0,2031,"cassava leaves","with stem"
"21.08.18",NA,35,1600,0,2039,"mela","ready-to-eat"
"21.08.18",NA,5,1750,0,1116,"palm nut","without thorns"
"21.08.18",NA,11,1850,0,2031,"papaya","with peel"
"21.08.18",NA,11,2250,0,1121,"papaya","with peel"
"21.08.18",NA,22,2750,0,1115,"cassava","with skin"
"21.08.18",NA,22,3100,0,1104,"cassava","with skin"
"21.08.18",NA,38,3250,0,2039,"banana","with peel"
"21.08.18",NA,6,3600,0,3040,"palm nut","with thorns"
"21.08.18",NA,24,4000,0,3041,"cassava leaves","with stem"
"21.08.18",NA,22,4250,0,3077,"cassava","with skin"
"21.08.18",NA,5,5250,0,2038,"palm nut","without thorns"
"21.08.18",NA,6,11000,0,3041,"palm nut","with thorns"
"21.08.18",NA,38,11350,0,1104,"banana","with peel"
"21.08.18",NA,7,15000,0,3040,"palm nut","head"
"21.08.18",NA,6,21200,0,1101,"palm nut","with thorns"
"21.08.18",NA,6,22250,0,2030,"palm nut","with thorns"
"22.08.18",NA,24,28.35,0,1009,"cassava leaves","with stem"
"22.08.18",NA,75,28.35,0,1116,"caterpillars","with guts"
"22.08.18",NA,24,42.525,0,1008,"cassava leaves","with stem"
"22.08.18",NA,43,56.7,0,1035,"mbeku","0"
"22.08.18",NA,24,85.05,0,2538,"cassava leaves","with stem"
"22.08.18",NA,51,99.225,0,1124,"peppers","with stems"
"22.08.18",NA,30,100,0,1116,"koko","with stem"
"22.08.18",NA,36,100,0,2031,"pusa","without skin"
"22.08.18",NA,30,150,0,1035,"koko","with stem"
"22.08.18",NA,30,200,0,1016,"koko","with stem"
"22.08.18",NA,75,250,0,2030,"caterpillars","with guts"
"22.08.18",NA,30,250,0,1104,"koko","with stem"
"22.08.18",NA,30,250,0,1120,"koko","with stem"
"22.08.18",NA,47,250,0,1035,"matokodi","ready-to-eat"
"22.08.18",NA,36,300,0,1116,"pusa","without skin"
"22.08.18",NA,75,350,0,2522,"caterpillars","with guts"
"22.08.18",NA,75,400,0,3077,"caterpillars","with guts"
"22.08.18",NA,36,400,0,1122,"pusa","without skin"
"22.08.18",NA,55,600,0,1011,"ediki","with inedible"
"22.08.18",NA,55,600,0,1030,"ediki","with inedible"
"22.08.18",NA,75,700,0,1023,"caterpillars","with guts"
"22.08.18",NA,35,750,0,3077,"mela","ready-to-eat"
"22.08.18",NA,75,800,0,3117,"caterpillars","with guts"
"22.08.18",NA,30,800,0,1102,"koko","with stem"
"22.08.18",NA,75,850,0,1016,"caterpillars","with guts"
"22.08.18",NA,75,900,0,1035,"caterpillars","with guts"
"22.08.18",NA,75,1150,0,1102,"caterpillars","with guts"
"22.08.18",NA,38,1250,1,2021,"banana","with peel"
"22.08.18",NA,75,1400,0,1121,"caterpillars","with guts"
"22.08.18",NA,93,1700,0,2055,"pangolin","with intestins"
"22.08.18",NA,35,1900,0,1120,"mela","ready-to-eat"
"22.08.18",NA,35,2100,0,1116,"mela","ready-to-eat"
"22.08.18",NA,35,2100,0,2031,"mela","ready-to-eat"
"22.08.18",NA,6,3100,1,2021,"palm nut","with thorns"
"22.08.18",NA,2,3500,0,2030,"maondo","with peel"
"22.08.18",NA,5,4200,0,1124,"palm nut","without thorns"
"23.08.18",NA,30,70.875,0,1016,"koko","with stem"
"23.08.18",NA,51,100,0,2039,"peppers","with stems"
"23.08.18",NA,75,200,0,1028,"caterpillars","with guts"
"23.08.18",NA,75,200,0,2522,"caterpillars","with guts"
"23.08.18",NA,24,250,0,1009,"cassava leaves","with stem"
"23.08.18",NA,47,250,0,1028,"matokodi","ready-to-eat"
"23.08.18",NA,75,300,0,1030,"caterpillars","with guts"
"23.08.18",NA,34,400,0,3040,"cacao","with husk"
"23.08.18",NA,75,500,0,1016,"caterpillars","with guts"
"23.08.18",NA,75,500,0,2513,"caterpillars","with guts"
"23.08.18",NA,75,500,0,2544,"caterpillars","with guts"
"23.08.18",NA,76,500,0,1032,"fish","raw"
"23.08.18",NA,75,600,0,1010,"caterpillars","with guts"
"23.08.18",NA,75,600,0,1035,"caterpillars","with guts"
"23.08.18",NA,75,600,0,1023,"caterpillars","with guts"
"23.08.18",NA,14,600,0,2055,"ekule","ready-to-eat"
"23.08.18",NA,26,600,0,2039,"kaso","with husk"
"23.08.18",NA,75,750,0,1007,"caterpillars","with guts"
"23.08.18",NA,55,750,0,2523,"ediki","with inedible"
"23.08.18",NA,38,800,0,1104,"banana","with peel"
"23.08.18",NA,39,900,0,2031,"banana","ready-to-eat"
"23.08.18",NA,47,1100,0,2031,"matokodi","ready-to-eat"
"23.08.18",NA,6,1100,0,2055,"palm nut","with thorns"
"23.08.18",NA,91,1250,0,1101,"honey","ready-to-eat"
"23.08.18",NA,35,1250,0,3077,"mela","ready-to-eat"
"23.08.18",NA,76,1350,0,3040,"fish","raw"
"23.08.18",NA,24,1500,0,2522,"cassava leaves","with stem"
"23.08.18",NA,38,1600,0,2522,"banana","with peel"
"23.08.18",NA,6,1700,0,2055,"palm nut","with thorns"
"23.08.18",NA,38,1800,0,1028,"banana","with peel"
"23.08.18",NA,55,1800,0,1121,"ediki","with inedible"
"23.08.18",NA,55,1818.825,0,1116,"ediki","with inedible"
"23.08.18",NA,5,2100,0,1122,"palm nut","without thorns"
"23.08.18",NA,75,2200,0,1121,"caterpillars","with guts"
"23.08.18",NA,91,2250,0,1101,"honey","ready-to-eat"
"23.08.18",NA,38,2400,0,2522,"banana","with peel"
"23.08.18",NA,6,2500,0,2055,"palm nut","with thorns"
"23.08.18",NA,24,3000,0,2031,"cassava leaves","with stem"
"23.08.18",NA,35,3000,0,1102,"mela","ready-to-eat"
"23.08.18",NA,24,3200,0,2039,"cassava leaves","with stem"
"23.08.18",NA,38,4100,0,2039,"banana","with peel"
"23.08.18",NA,5,4600,0,1122,"palm nut","without thorns"
"23.08.18",NA,6,4600,0,2055,"palm nut","with thorns"
"23.08.18",NA,22,4750,0,2031,"cassava","with skin"
"23.08.18",NA,20,6000,0,3077,"cassava","with water"
"23.08.18",NA,20,6850,0,1102,"cassava","with water"
"23.08.18",NA,20,7100,0,1116,"cassava","with water"
"23.08.18",NA,6,7500,0,3040,"palm nut","with thorns"
"23.08.18",NA,20,12750,0,1104,"cassava","with water"
"24.08.18",NA,24,100,0,2538,"cassava leaves","with stem"
"24.08.18",NA,14,100,0,3077,"ekule","ready-to-eat"
"24.08.18",NA,30,100,0,2522,"koko","with stem"
"24.08.18",NA,75,150,0,1120,"caterpillars","with guts"
"24.08.18",NA,30,150,0,1104,"koko","with stem"
"24.08.18",NA,2,150,0,1124,"maondo","with peel"
"24.08.18",NA,30,200,0,1102,"koko","with stem"
"24.08.18",NA,35,200,0,1035,"mela","ready-to-eat"
"24.08.18",NA,2,250,0,1122,"maondo","with peel"
"24.08.18",NA,35,250,0,3077,"mela","ready-to-eat"
"24.08.18",NA,53,250,0,1006,"mushooms","ready-to-eat"
"24.08.18",NA,39,300,0,9999,"banana","ready-to-eat"
"24.08.18",NA,35,300,0,1116,"mela","ready-to-eat"
"24.08.18",NA,55,400,0,2523,"ediki","with inedible"
"24.08.18",NA,25,400,0,2523,"kaso","with shell"
"24.08.18",NA,30,400,0,3041,"koko","with stem"
"24.08.18",NA,53,400,0,1121,"mushooms","ready-to-eat"
"24.08.18",NA,53,400,0,3077,"mushooms","ready-to-eat"
"24.08.18",NA,45,400,0,2039,"orange","with peel"
"24.08.18",NA,55,500,0,1016,"ediki","with inedible"
"24.08.18",NA,55,500,0,1030,"ediki","with inedible"
"24.08.18",NA,53,500,0,1028,"mushooms","ready-to-eat"
"24.08.18",NA,69,600,1,1107,"blue duiker","smoked head"
"24.08.18",NA,55,600,0,2523,"ediki","with inedible"
"24.08.18",NA,11,600,0,1035,"papaya","with peel"
"24.08.18",NA,2,800,0,3118,"maondo","with peel"
"24.08.18",NA,5,800,1,3115,"palm nut","without thorns"
"24.08.18",NA,24,1000,1,9999,"cassava leaves","with stem"
"24.08.18",NA,2,1000,0,1122,"maondo","with peel"
"24.08.18",NA,53,1000,0,1120,"mushooms","ready-to-eat"
"24.08.18",NA,53,1100,0,3040,"mushooms","ready-to-eat"
"24.08.18",NA,14,1300,0,1035,"ekule","ready-to-eat"
"24.08.18",NA,35,1300,0,2039,"mela","ready-to-eat"
"24.08.18",NA,35,1400,0,1102,"mela","ready-to-eat"
"24.08.18",NA,75,1600,0,3040,"caterpillars","with guts"
"24.08.18",NA,6,1700,0,9999,"palm nut","with thorns"
"24.08.18",NA,5,1800,1,1108,"palm nut","without thorns"
"24.08.18",NA,35,2000,0,1104,"mela","ready-to-eat"
"24.08.18",NA,35,2250,0,1115,"mela","ready-to-eat"
"24.08.18",NA,23,2700,0,2031,"cassava","with water and skin"
"24.08.18",NA,24,2850,0,1115,"cassava leaves","with stem"
"24.08.18",NA,2,4000,0,2030,"maondo","with peel"
"24.08.18",NA,6,10100,0,2038,"palm nut","with thorns"
"25.08.18",NA,51,42.525,0,1121,"peppers","with stems"
"25.08.18",NA,42,100,0,1119,"corn","without husk"
"25.08.18",NA,30,100,0,2031,"koko","with stem"
"25.08.18",NA,11,200,0,3142,"papaya","with peel"
"25.08.18",NA,22,250,0,3142,"cassava","with skin"
"25.08.18",NA,50,250,0,1106,"peppers","without stems"
"25.08.18",NA,39,300,0,1121,"banana","ready-to-eat"
"25.08.18",NA,30,300,0,1104,"koko","with stem"
"25.08.18",NA,24,400,0,2522,"cassava leaves","with stem"
"25.08.18",NA,75,400,1,1009,"caterpillars","with guts"
"25.08.18",NA,35,450,0,3077,"mela","ready-to-eat"
"25.08.18",NA,39,600,0,1121,"banana","ready-to-eat"
"25.08.18",NA,20,600,0,2039,"cassava","with water"
"25.08.18",NA,36,600,0,3077,"pusa","without skin"
"25.08.18",NA,55,750,0,1104,"ediki","with inedible"
"25.08.18",NA,75,800,0,1104,"caterpillars","with guts"
"25.08.18",NA,55,800,0,2539,"ediki","with inedible"
"25.08.18",NA,55,800,0,2544,"ediki","with inedible"
"25.08.18",NA,35,800,0,1007,"mela","ready-to-eat"
"25.08.18",NA,35,800,0,3142,"mela","ready-to-eat"
"25.08.18",NA,36,900,0,1016,"pusa","without skin"
"25.08.18",NA,4,900,0,1102,"taro leaves","ready-to-eat"
"25.08.18",NA,35,950,0,2523,"mela","ready-to-eat"
"25.08.18",NA,75,1000,0,1102,"caterpillars","with guts"
"25.08.18",NA,5,1000,0,1106,"palm nut","without thorns"
"25.08.18",NA,38,1100,0,1115,"banana","with peel"
"25.08.18",NA,41,1100,0,3041,"corn","with husk"
"25.08.18",NA,3,1100,0,2522,"taro","ready-to-eat"
"25.08.18",NA,38,1150,0,1121,"banana","with peel"
"25.08.18",NA,42,1200,0,3041,"corn","without husk"
"25.08.18",NA,35,1200,0,1120,"mela","ready-to-eat"
"25.08.18",NA,39,1250,0,1102,"banana","ready-to-eat"
"25.08.18",NA,75,1250,0,1121,"caterpillars","with guts"
"25.08.18",NA,42,1250,0,1121,"corn","without husk"
"25.08.18",NA,35,1250,0,2544,"mela","ready-to-eat"
"25.08.18",NA,38,1300,0,1121,"banana","with peel"
"25.08.18",NA,35,1400,0,1016,"mela","ready-to-eat"
"25.08.18",NA,35,1400,0,1104,"mela","ready-to-eat"
"25.08.18",NA,35,1450,0,3077,"mela","ready-to-eat"
"25.08.18",NA,75,1600,0,1103,"caterpillars","with guts"
"25.08.18",NA,22,1800,0,1115,"cassava","with skin"
"25.08.18",NA,38,2200,0,1121,"banana","with peel"
"25.08.18",NA,24,2250,0,3041,"cassava leaves","with stem"
"25.08.18",NA,24,2300,0,1102,"cassava leaves","with stem"
"25.08.18",NA,30,2300,0,1104,"koko","with stem"
"25.08.18",NA,5,2500,0,2038,"palm nut","without thorns"
"25.08.18",NA,24,2600,0,1121,"cassava leaves","with stem"
"25.08.18",NA,35,2600,0,1106,"mela","ready-to-eat"
"25.08.18",NA,22,2800,0,2039,"cassava","with skin"
"25.08.18",NA,38,3500,0,2039,"banana","with peel"
"25.08.18",NA,6,3600,0,3040,"palm nut","with thorns"
"25.08.18",NA,35,4000,0,2031,"mela","ready-to-eat"
"25.08.18",NA,24,4750,0,2039,"cassava leaves","with stem"
"25.08.18",NA,6,5000,0,1119,"palm nut","with thorns"
"25.08.18",NA,6,5000,0,3040,"palm nut","with thorns"
"25.08.18",NA,6,9250,0,1122,"palm nut","with thorns"
"25.08.18",NA,6,9750,0,2038,"palm nut","with thorns"
"25.08.18",NA,6,14150,0,1122,"palm nut","with thorns"
"25.08.18",NA,6,21000,0,2030,"palm nut","with thorns"
"26.08.18",NA,75,70.875,0,2544,"caterpillars","with guts"
"26.08.18",NA,30,100,0,1116,"koko","with stem"
"26.08.18",NA,30,100,0,2031,"koko","with stem"
"26.08.18",NA,80,100,0,1115,"lizard","with intestins"
"26.08.18",NA,30,113.4,0,3142,"koko","with stem"
"26.08.18",NA,75,127.575,0,1031,"caterpillars","with guts"
"26.08.18",NA,75,150,0,2538,"caterpillars","with guts"
"26.08.18",NA,75,200,0,1122,"caterpillars","with guts"
"26.08.18",NA,75,200,0,3142,"caterpillars","with guts"
"26.08.18",NA,30,200,0,3041,"koko","with stem"
"26.08.18",NA,36,250,0,3041,"pusa","without skin"
"26.08.18",NA,75,500,0,1115,"caterpillars","with guts"
"26.08.18",NA,53,700,0,1120,"mushooms","ready-to-eat"
"26.08.18",NA,75,750,0,1106,"caterpillars","with guts"
"26.08.18",NA,38,800,0,1028,"banana","with peel"
"26.08.18",NA,75,800,0,1116,"caterpillars","with guts"
"26.08.18",NA,75,800,0,1120,"caterpillars","with guts"
"26.08.18",NA,55,800,0,1103,"ediki","with inedible"
"26.08.18",NA,35,800,0,1115,"mela","ready-to-eat"
"26.08.18",NA,36,800,0,1115,"pusa","without skin"
"26.08.18",NA,47,900,0,2031,"matokodi","ready-to-eat"
"26.08.18",NA,24,1000,0,1028,"cassava leaves","with stem"
"26.08.18",NA,75,1200,0,1119,"caterpillars","with guts"
"26.08.18",NA,35,1400,0,1116,"mela","ready-to-eat"
"26.08.18",NA,71,1500,0,3040,"brush-tailed porcupine","with quills"
"26.08.18",NA,75,1500,0,1016,"caterpillars","with guts"
"26.08.18",NA,75,1600,0,1104,"caterpillars","with guts"
"26.08.18",NA,35,1600,0,1035,"mela","ready-to-eat"
"26.08.18",NA,75,1668.825,0,1102,"caterpillars","with guts"
"26.08.18",NA,35,1750,0,1104,"mela","ready-to-eat"
"26.08.18",NA,35,1850,0,3077,"mela","ready-to-eat"
"26.08.18",NA,35,2100,0,2039,"mela","ready-to-eat"
"26.08.18",NA,75,2500,0,1028,"caterpillars","with guts"
"26.08.18",NA,20,3600,0,1120,"cassava","with water"
"26.08.18",NA,75,4000,0,2031,"caterpillars","with guts"
"26.08.18",NA,35,4000,0,2031,"mela","ready-to-eat"
"26.08.18",NA,35,4750,0,2522,"mela","ready-to-eat"
"26.08.18",NA,91,5000,0,1124,"honey","ready-to-eat"
"26.08.18",NA,6,6500,0,1006,"palm nut","with thorns"
"27.08.18",NA,43,85.05,0,3117,"mbeku","0"
"27.08.18",NA,24,100,0,2538,"cassava leaves","with stem"
"27.08.18",NA,30,100,0,1016,"koko","with stem"
"27.08.18",NA,30,100,0,3077,"koko","with stem"
"27.08.18",NA,18,100,0,3077,"ndiki","ready-to-eat"
"27.08.18",NA,75,200,0,1119,"caterpillars","with guts"
"27.08.18",NA,30,200,0,1102,"koko","with stem"
"27.08.18",NA,30,200,0,3117,"koko","with stem"
"27.08.18",NA,35,200,0,1035,"mela","ready-to-eat"
"27.08.18",NA,24,400,0,2522,"cassava leaves","with stem"
"27.08.18",NA,76,400,0,3117,"fish","raw"
"27.08.18",NA,20,500,1,3058,"cassava","with water"
"27.08.18",NA,30,500,0,1121,"koko","with stem"
"27.08.18",NA,47,500,0,2031,"matokodi","ready-to-eat"
"27.08.18",NA,30,550,0,3041,"koko","with stem"
"27.08.18",NA,34,600,0,2522,"cacao","with husk"
"27.08.18",NA,20,600,0,3041,"cassava","with water"
"27.08.18",NA,35,700,0,3077,"mela","ready-to-eat"
"27.08.18",NA,75,750,0,1121,"caterpillars","with guts"
"27.08.18",NA,30,750,0,1035,"koko","with stem"
"27.08.18",NA,42,800,1,2521,"corn","without husk"
"27.08.18",NA,11,800,0,2039,"papaya","with peel"
"27.08.18",NA,2,900,0,1119,"maondo","with peel"
"27.08.18",NA,36,1100,0,1120,"pusa","without skin"
"27.08.18",NA,14,1250,0,3041,"ekule","ready-to-eat"
"27.08.18",NA,75,1500,0,2031,"caterpillars","with guts"
"27.08.18",NA,14,1500,0,1119,"ekule","ready-to-eat"
"27.08.18",NA,75,1800,0,1016,"caterpillars","with guts"
"27.08.18",NA,75,1850,0,3077,"caterpillars","with guts"
"27.08.18",NA,75,2100,0,1035,"caterpillars","with guts"
"27.08.18",NA,75,2150,0,3117,"caterpillars","with guts"
"27.08.18",NA,75,3300,0,1121,"caterpillars","with guts"
"27.08.18",NA,35,3600,0,1102,"mela","ready-to-eat"
"27.08.18",NA,6,9900,1,3135,"palm nut","with thorns"
"27.08.18",NA,38,10000,0,2039,"banana","with peel"
"28.08.18",NA,30,70.875,0,1023,"koko","with stem"
"28.08.18",NA,14,100,0,3077,"ekule","ready-to-eat"
"28.08.18",NA,30,100,0,2031,"koko","with stem"
"28.08.18",NA,50,100,0,1103,"peppers","without stems"
"28.08.18",NA,14,113.4,0,1023,"ekule","ready-to-eat"
"28.08.18",NA,22,200,0,3077,"cassava","with skin"
"28.08.18",NA,14,200,0,1121,"ekule","ready-to-eat"
"28.08.18",NA,2,200,0,1007,"maondo","with peel"
"28.08.18",NA,13,200,0,3077,"sweet potato","with skin"
"28.08.18",NA,2,250,0,2544,"maondo","with peel"
"28.08.18",NA,75,300,0,2031,"caterpillars","with guts"
"28.08.18",NA,36,300,0,1116,"pusa","without skin"
"28.08.18",NA,75,400,0,2031,"caterpillars","with guts"
"28.08.18",NA,75,400,0,2544,"caterpillars","with guts"
"28.08.18",NA,75,500,0,2539,"caterpillars","with guts"
"28.08.18",NA,35,500,0,1120,"mela","ready-to-eat"
"28.08.18",NA,75,600,0,1007,"caterpillars","with guts"
"28.08.18",NA,75,600,0,1010,"caterpillars","with guts"
"28.08.18",NA,75,600,0,1032,"caterpillars","with guts"
"28.08.18",NA,55,600,0,1011,"ediki","with inedible"
"28.08.18",NA,3,600,0,3077,"taro","ready-to-eat"
"28.08.18",NA,5,750,0,1035,"palm nut","without thorns"
"28.08.18",NA,36,750,0,2031,"pusa","without skin"
"28.08.18",NA,75,800,0,2523,"caterpillars","with guts"
"28.08.18",NA,11,800,0,1009,"papaya","with peel"
"28.08.18",NA,34,900,0,1008,"cacao","with husk"
"28.08.18",NA,55,900,0,2538,"ediki","with inedible"
"28.08.18",NA,14,950,0,1120,"ekule","ready-to-eat"
"28.08.18",NA,20,1000,0,2522,"cassava","with water"
"28.08.18",NA,55,1000,0,2538,"ediki","with inedible"
"28.08.18",NA,36,1000,0,1102,"pusa","without skin"
"28.08.18",NA,4,1000,0,3041,"taro leaves","ready-to-eat"
"28.08.18",NA,24,1250,0,2031,"cassava leaves","with stem"
"28.08.18",NA,35,1500,0,1104,"mela","ready-to-eat"
"28.08.18",NA,5,1518.825,0,1124,"palm nut","without thorns"
"28.08.18",NA,53,1550,0,2038,"mushooms","ready-to-eat"
"28.08.18",NA,6,1900,1,1108,"palm nut","with thorns"
"28.08.18",NA,75,1950,0,1102,"caterpillars","with guts"
"28.08.18",NA,11,2100,0,1104,"papaya","with peel"
"28.08.18",NA,37,2250,0,1115,"pusa","with skin"
"28.08.18",NA,75,2300,0,1115,"caterpillars","with guts"
"28.08.18",NA,35,2400,0,1035,"mela","ready-to-eat"
"28.08.18",NA,71,2600,0,3040,"brush-tailed porcupine","with quills"
"28.08.18",NA,35,2850,0,1115,"mela","ready-to-eat"
"28.08.18",NA,35,3100,0,3117,"mela","ready-to-eat"
"28.08.18",NA,35,3350,0,2031,"mela","ready-to-eat"
"28.08.18",NA,35,3350,0,2039,"mela","ready-to-eat"
"28.08.18",NA,35,3700,0,1121,"mela","ready-to-eat"
"28.08.18",NA,35,4050,0,1116,"mela","ready-to-eat"
"28.08.18",NA,75,4250,0,2544,"caterpillars","with guts"
"28.08.18",NA,35,5100,0,1028,"mela","ready-to-eat"
"28.08.18",NA,35,5300,0,1102,"mela","ready-to-eat"
"28.08.18",NA,6,8450,0,1122,"palm nut","with thorns"
"29.08.18",NA,39,100,0,1115,"banana","ready-to-eat"
"29.08.18",NA,75,100,0,3077,"caterpillars","with guts"
"29.08.18",NA,30,100,0,1102,"koko","with stem"
"29.08.18",NA,30,100,0,1115,"koko","with stem"
"29.08.18",NA,75,150,0,1102,"caterpillars","with guts"
"29.08.18",NA,47,200,0,2522,"matokodi","ready-to-eat"
"29.08.18",NA,51,200,0,1104,"peppers","with stems"
"29.08.18",NA,20,250,0,2522,"cassava","with water"
"29.08.18",NA,75,250,0,2539,"caterpillars","with guts"
"29.08.18",NA,75,400,0,1030,"caterpillars","with guts"
"29.08.18",NA,75,400,0,2031,"caterpillars","with guts"
"29.08.18",NA,75,500,0,1016,"caterpillars","with guts"
"29.08.18",NA,75,500,0,1035,"caterpillars","with guts"
"29.08.18",NA,2,500,0,1035,"maondo","with peel"
"29.08.18",NA,53,500,0,1115,"mushooms","ready-to-eat"
"29.08.18",NA,45,500,0,1010,"orange","with peel"
"29.08.18",NA,12,500,0,1102,"papaya","without peel"
"29.08.18",NA,34,600,0,2522,"cacao","with husk"
"29.08.18",NA,75,600,0,1121,"caterpillars","with guts"
"29.08.18",NA,75,600,0,2544,"caterpillars","with guts"
"29.08.18",NA,75,600,0,1106,"caterpillars","with guts"
"29.08.18",NA,75,600,1,1127,"caterpillars","with guts"
"29.08.18",NA,35,600,0,1121,"mela","ready-to-eat"
"29.08.18",NA,11,700,0,1121,"papaya","with peel"
"29.08.18",NA,75,750,0,3142,"caterpillars","with guts"
"29.08.18",NA,47,850,0,1102,"matokodi","ready-to-eat"
"29.08.18",NA,14,900,0,1121,"ekule","ready-to-eat"
"29.08.18",NA,75,1100,0,1010,"caterpillars","with guts"
"29.08.18",NA,19,1100,0,1119,"ngangi","ready-to-eat"
"29.08.18",NA,75,1168.825,0,1115,"caterpillars","with guts"
"29.08.18",NA,35,1300,0,3142,"mela","ready-to-eat"
"29.08.18",NA,75,1400,0,2522,"caterpillars","with guts"
"29.08.18",NA,5,1500,0,1121,"palm nut","without thorns"
"29.08.18",NA,11,1500,0,1121,"papaya","with peel"
"29.08.18",NA,75,1550,0,1116,"caterpillars","with guts"
"29.08.18",NA,5,1600,0,1121,"palm nut","without thorns"
"29.08.18",NA,35,1750,0,1115,"mela","ready-to-eat"
"29.08.18",NA,8,1750,0,1121,"palm nut","fruit without bract or thorns"
"29.08.18",NA,7,2950,0,2523,"palm nut","head"
"29.08.18",NA,6,3700,0,2055,"palm nut","with thorns"
"29.08.18",NA,35,4100,0,1102,"mela","ready-to-eat"
"29.08.18",NA,5,4850,0,1124,"palm nut","without thorns"
"29.08.18",NA,35,5850,0,3041,"mela","ready-to-eat"
"29.08.18",NA,35,6750,0,1121,"mela","ready-to-eat"
"03.08.18",NA,18,14.175,0,1116,"ndiki","ready-to-eat"
"03.08.18",NA,47,28.35,0,1031,"matokodi","ready-to-eat"
"03.08.18",NA,30,42.525,0,1031,"koko","with stem"
"03.08.18",NA,30,56.7,0,1009,"koko","with stem"
"03.08.18",NA,15,70.875,0,1116,"epangi","ready-to-eat"
"03.08.18",NA,25,100,0,1122,"kaso","with shell"
"03.08.18",NA,25,100,0,3077,"kaso","with shell"
"03.08.18",NA,25,100,0,3117,"kaso","with shell"
"03.08.18",NA,30,100,0,1121,"koko","with stem"
"03.08.18",NA,18,100,0,3077,"ndiki","ready-to-eat"
"03.08.18",NA,53,113.4,0,3077,"mushooms","ready-to-eat"
"03.08.18",NA,51,127.575,0,2030,"peppers","with stems"
"03.08.18",NA,25,141.75,0,1116,"kaso","with shell"
"03.08.18",NA,22,200,0,3077,"cassava","with skin"
"03.08.18",NA,30,200,0,1016,"koko","with stem"
"03.08.18",NA,30,200,0,1116,"koko","with stem"
"03.08.18",NA,30,200,0,3119,"koko","with stem"
"03.08.18",NA,53,240.975,0,3077,"mushooms","ready-to-eat"
"03.08.18",NA,26,250,0,2030,"kaso","with husk"
"03.08.18",NA,36,250,0,1121,"pusa","without skin"
"03.08.18",NA,36,250,0,2039,"pusa","without skin"
"03.08.18",NA,4,250,0,3077,"taro leaves","ready-to-eat"
"03.08.18",NA,14,300,0,3077,"ekule","ready-to-eat"
"03.08.18",NA,53,400,0,1035,"mushooms","ready-to-eat"
"03.08.18",NA,24,500,0,2538,"cassava leaves","with stem"
"03.08.18",NA,30,500,0,3117,"koko","with stem"
"03.08.18",NA,47,500,0,1116,"matokodi","ready-to-eat"
"03.08.18",NA,48,500,0,1120,"matokodi","with husk"
"03.08.18",NA,47,500,0,1121,"matokodi","ready-to-eat"
"03.08.18",NA,48,500,0,3077,"matokodi","with husk"
"03.08.18",NA,53,500,0,1121,"mushooms","ready-to-eat"
"03.08.18",NA,39,600,0,2031,"banana","ready-to-eat"
"03.08.18",NA,53,600,0,1120,"mushooms","ready-to-eat"
"03.08.18",NA,53,750,0,1102,"mushooms","ready-to-eat"
"03.08.18",NA,24,1100,0,3142,"cassava leaves","with stem"
"03.08.18",NA,35,1150,0,1035,"mela","ready-to-eat"
"03.08.18",NA,55,1250,0,3117,"ediki","with inedible"
"03.08.18",NA,2,1300,0,3040,"maondo","with peel"
"03.08.18",NA,26,1400,0,2030,"kaso","with husk"
"03.08.18",NA,55,1500,0,1121,"ediki","with inedible"
