"Date","pooled_group","index","net_food_weight_gram","gift","ID","article","state"
"01.08.18",NA,35,2400,0,1016,"mela","ready-to-eat"
"01.08.18",NA,53,2800,0,3041,"mushooms","ready-to-eat"
"01.08.18",NA,71,3600,0,1101,"brush-tailed porcupine","with quills"
"01.08.18",NA,35,3700,0,1121,"mela","ready-to-eat"
"01.08.18",NA,35,3750,0,1116,"mela","ready-to-eat"
"01.08.18",NA,35,5200,0,1102,"mela","ready-to-eat"
"01.08.18",NA,6,12750,0,2030,"palm nut","with thorns"
"10.08.18",NA,26,56.7,0,1120,"kaso","with husk"
"10.08.18",NA,30,100,0,1016,"koko","with stem"
"10.08.18",NA,30,100,0,1116,"koko","with stem"
"10.08.18",NA,30,100,0,2522,"koko","with stem"
"10.08.18",NA,2,100,0,3118,"maondo","with peel"
"10.08.18",NA,30,113.4,0,3117,"koko","with stem"
"10.08.18",NA,78,141.75,0,1121,"frog","raw"
"10.08.18",NA,30,170.1,0,1120,"koko","with stem"
"10.08.18",NA,30,198.45,0,3077,"koko","with stem"
"10.08.18",NA,19,200,0,1016,"ngangi","ready-to-eat"
"10.08.18",NA,75,250,0,2030,"caterpillars","with guts"
"10.08.18",NA,76,300,0,1121,"fish","raw"
"10.08.18",NA,55,400,0,2544,"ediki","with inedible"
"10.08.18",NA,30,400,0,2522,"koko","with stem"
"10.08.18",NA,25,500,0,1023,"kaso","with shell"
"10.08.18",NA,30,500,0,2031,"koko","with stem"
"10.08.18",NA,55,600,0,2523,"ediki","with inedible"
"10.08.18",NA,25,600,0,3117,"kaso","with shell"
"10.08.18",NA,30,600,0,1035,"koko","with stem"
"10.08.18",NA,30,600,0,3117,"koko","with stem"
"10.08.18",NA,2,750,0,1122,"maondo","with peel"
"10.08.18",NA,39,1500,0,2030,"banana","ready-to-eat"
"10.08.18",NA,2,1500,0,1120,"maondo","with peel"
"10.08.18",NA,1,1500,0,1016,"mobe","with seeds"
"10.08.18",NA,88,2500,0,2030,"snake","without intestins"
"10.08.18",NA,36,3750,0,3077,"pusa","without skin"
"10.08.18",NA,6,20150,0,2030,"palm nut","with thorns"
"11.08.18",NA,51,42.525,0,3119,"peppers","with stems"
"11.08.18",NA,51,42.525,0,1023,"peppers","with stems"
"11.08.18",NA,30,70.875,0,2522,"koko","with stem"
"11.08.18",NA,51,70.875,0,1016,"peppers","with stems"
"11.08.18",NA,26,99.225,0,1030,"kaso","with husk"
"11.08.18",NA,75,100,0,1121,"caterpillars","with guts"
"11.08.18",NA,90,150,0,1009,"egg","with shell"
"11.08.18",NA,47,200,0,3119,"matokodi","ready-to-eat"
"11.08.18",NA,35,200,0,3119,"mela","ready-to-eat"
"11.08.18",NA,46,200,0,1121,"orange","without peel"
"11.08.18",NA,30,212.625,0,3142,"koko","with stem"
"11.08.18",NA,55,250,0,2544,"ediki","with inedible"
"11.08.18",NA,46,250,0,2522,"orange","without peel"
"11.08.18",NA,22,300,0,1106,"cassava","with skin"
"11.08.18",NA,47,300,0,1121,"matokodi","ready-to-eat"
"11.08.18",NA,14,500,0,1121,"ekule","ready-to-eat"
"11.08.18",NA,14,500,0,2031,"ekule","ready-to-eat"
"11.08.18",NA,25,500,0,2030,"kaso","with shell"
"11.08.18",NA,47,500,0,1016,"matokodi","ready-to-eat"
"11.08.18",NA,91,750,0,1119,"honey","ready-to-eat"
"11.08.18",NA,75,800,1,3082,"caterpillars","with guts"
"11.08.18",NA,91,800,0,1124,"honey","ready-to-eat"
"11.08.18",NA,48,800,0,3119,"matokodi","with husk"
"11.08.18",NA,30,850,0,1120,"koko","with stem"
"11.08.18",NA,47,850,0,1106,"matokodi","ready-to-eat"
"11.08.18",NA,47,1000,0,1104,"matokodi","ready-to-eat"
"11.08.18",NA,1,1000,0,1102,"mobe","with seeds"
"11.08.18",NA,45,1000,0,1035,"orange","with peel"
"11.08.18",NA,24,1100,0,1028,"cassava leaves","with stem"
"11.08.18",NA,35,1100,0,1116,"mela","ready-to-eat"
"11.08.18",NA,2,1250,0,2030,"maondo","with peel"
"11.08.18",NA,91,1650,0,1124,"honey","ready-to-eat"
"11.08.18",NA,89,1700,0,2522,"turtle","with shell"
"11.08.18",NA,1,2000,0,1115,"mobe","with seeds"
"11.08.18",NA,35,2100,0,2031,"mela","ready-to-eat"
"11.08.18",NA,35,2500,0,1035,"mela","ready-to-eat"
"11.08.18",NA,35,2500,0,3119,"mela","ready-to-eat"
"11.08.18",NA,2,2600,0,1103,"maondo","with peel"
"11.08.18",NA,35,2600,0,3077,"mela","ready-to-eat"
"11.08.18",NA,35,2900,0,1121,"mela","ready-to-eat"
"11.08.18",NA,35,3250,0,2522,"mela","ready-to-eat"
"11.08.18",NA,71,3400,0,3040,"brush-tailed porcupine","with quills"
"11.08.18",NA,6,3750,0,1028,"palm nut","with thorns"
"11.08.18",NA,35,4000,0,3142,"mela","ready-to-eat"
"11.08.18",NA,35,5750,0,1102,"mela","ready-to-eat"
"11.08.18",NA,35,6100,0,1115,"mela","ready-to-eat"
"11.08.18",NA,35,6500,0,1104,"mela","ready-to-eat"
"11.08.18",NA,91,9900,0,1124,"honey","ready-to-eat"
"12.08.18",NA,59,70.875,0,3040,"bird","with feathers"
"12.08.18",NA,53,100,0,1121,"mushooms","ready-to-eat"
"12.08.18",NA,35,200,0,2522,"mela","ready-to-eat"
"12.08.18",NA,36,200,0,2522,"pusa","without skin"
"12.08.18",NA,41,250,0,1028,"corn","with husk"
"12.08.18",NA,30,300,0,3117,"koko","with stem"
"12.08.18",NA,22,400,0,1121,"cassava","with skin"
"12.08.18",NA,25,400,0,2038,"kaso","with shell"
"12.08.18",NA,75,500,0,1028,"caterpillars","with guts"
"12.08.18",NA,53,500,0,1102,"mushooms","ready-to-eat"
"12.08.18",NA,39,600,0,1121,"banana","ready-to-eat"
"12.08.18",NA,91,600,0,3040,"honey","ready-to-eat"
"12.08.18",NA,30,600,0,1120,"koko","with stem"
"12.08.18",NA,42,700,0,1028,"corn","without husk"
"12.08.18",NA,39,750,0,1102,"banana","ready-to-eat"
"12.08.18",NA,22,750,0,1102,"cassava","with skin"
"12.08.18",NA,75,750,0,2031,"caterpillars","with guts"
"12.08.18",NA,86,750,1,3075,"red river hog","smoked"
"12.08.18",NA,20,800,0,1035,"cassava","with water"
"12.08.18",NA,22,900,0,1121,"cassava","with skin"
"12.08.18",NA,36,1000,0,2031,"pusa","without skin"
"12.08.18",NA,36,1100,0,1023,"pusa","without skin"
"12.08.18",NA,22,1200,0,2031,"cassava","with skin"
"12.08.18",NA,24,1250,0,2031,"cassava leaves","with stem"
"12.08.18",NA,24,1300,0,1035,"cassava leaves","with stem"
"12.08.18",NA,55,1400,0,1115,"ediki","with inedible"
"12.08.18",NA,41,1500,0,1035,"corn","with husk"
"12.08.18",NA,24,1600,0,1023,"cassava leaves","with stem"
"12.08.18",NA,22,1700,0,1028,"cassava","with skin"
"12.08.18",NA,75,1700,0,1122,"caterpillars","with guts"
"12.08.18",NA,24,1750,0,1028,"cassava leaves","with stem"
"12.08.18",NA,91,1750,0,3040,"honey","ready-to-eat"
"12.08.18",NA,36,2250,0,1115,"pusa","without skin"
"12.08.18",NA,71,2600,0,3040,"brush-tailed porcupine","with quills"
"12.08.18",NA,35,2750,0,1120,"mela","ready-to-eat"
"12.08.18",NA,37,3100,0,1028,"pusa","with skin"
"12.08.18",NA,26,3500,0,2038,"kaso","with husk"
"12.08.18",NA,24,3600,0,1102,"cassava leaves","with stem"
"12.08.18",NA,24,3600,0,1121,"cassava leaves","with stem"
"12.08.18",NA,5,4750,0,2030,"palm nut","without thorns"
"13.08.18",NA,75,28.35,0,1121,"caterpillars","with guts"
"13.08.18",NA,59,42.525,0,1006,"bird","with feathers"
"13.08.18",NA,25,56.7,0,1011,"kaso","with shell"
"13.08.18",NA,30,56.7,0,2031,"koko","with stem"
"13.08.18",NA,32,56.7,0,1106,"payo","without husk"
"13.08.18",NA,50,56.7,0,1106,"peppers","without stems"
"13.08.18",NA,26,70.875,0,1032,"kaso","with husk"
"13.08.18",NA,32,70.875,0,1121,"payo","without husk"
"13.08.18",NA,26,100,0,1115,"kaso","with husk"
"13.08.18",NA,66,200,1,1108,"blue duiker","smoked organs"
"13.08.18",NA,67,300,1,1108,"blue duiker","smoked heart"
"13.08.18",NA,47,400,0,1104,"matokodi","ready-to-eat"
"13.08.18",NA,35,400,0,1104,"mela","ready-to-eat"
"13.08.18",NA,25,500,0,1124,"kaso","with shell"
"13.08.18",NA,48,500,0,1016,"matokodi","with husk"
"13.08.18",NA,36,600,0,1104,"pusa","without skin"
"13.08.18",NA,36,600,0,1115,"pusa","without skin"
"13.08.18",NA,35,800,0,1102,"mela","ready-to-eat"
"13.08.18",NA,69,1000,1,1108,"blue duiker","smoked head"
"13.08.18",NA,25,1100,0,1115,"kaso","with shell"
"13.08.18",NA,22,1200,0,2039,"cassava","with skin"
"13.08.18",NA,25,1200,0,1104,"kaso","with shell"
"13.08.18",NA,39,1300,0,2039,"banana","ready-to-eat"
"13.08.18",NA,75,1500,0,1115,"caterpillars","with guts"
"13.08.18",NA,36,1500,0,2031,"pusa","without skin"
"13.08.18",NA,38,1600,0,2039,"banana","with peel"
"13.08.18",NA,38,2100,0,3077,"banana","with peel"
"13.08.18",NA,26,2300,0,1104,"kaso","with husk"
"13.08.18",NA,24,2750,0,2039,"cassava leaves","with stem"
"13.08.18",NA,38,3000,0,2039,"banana","with peel"
"13.08.18",NA,71,3250,0,1119,"brush-tailed porcupine","with quills"
"13.08.18",NA,83,4200,0,1124,"monkey","with intestins and hair"
"13.08.18",NA,35,4350,0,1121,"mela","ready-to-eat"
"13.08.18",NA,35,4500,0,1116,"mela","ready-to-eat"
"13.08.18",NA,37,5050,0,1120,"pusa","with skin"
"13.08.18",NA,35,5500,0,2031,"mela","ready-to-eat"
"13.08.18",NA,26,8100,0,2038,"kaso","with husk"
"14.08.18",NA,59,28.35,0,1122,"bird","with feathers"
"14.08.18",NA,30,56.7,0,1115,"koko","with stem"
"14.08.18",NA,59,85.05,0,3040,"bird","with feathers"
"14.08.18",NA,91,168.825,0,1119,"honey","ready-to-eat"
"14.08.18",NA,22,200,0,1031,"cassava","with skin"
"14.08.18",NA,24,200,0,1008,"cassava leaves","with stem"
"14.08.18",NA,30,200,0,2031,"koko","with stem"
"14.08.18",NA,36,200,0,3119,"pusa","without skin"
"14.08.18",NA,35,300,0,1120,"mela","ready-to-eat"
"14.08.18",NA,11,400,0,1121,"papaya","with peel"
"14.08.18",NA,75,500,1,3115,"caterpillars","with guts"
"14.08.18",NA,55,500,0,1010,"ediki","with inedible"
"14.08.18",NA,2,500,0,1121,"maondo","with peel"
"14.08.18",NA,14,600,0,2030,"ekule","ready-to-eat"
"14.08.18",NA,58,800,0,1115,"bird","without feathers"
"14.08.18",NA,35,800,0,3119,"mela","ready-to-eat"
"14.08.18",NA,55,1250,1,1108,"ediki","with inedible"
"14.08.18",NA,75,1400,0,3040,"caterpillars","with guts"
"14.08.18",NA,93,1400,1,1113,"pangolin","with intestins"
"14.08.18",NA,24,1500,0,1121,"cassava leaves","with stem"
"14.08.18",NA,24,1500,0,1023,"cassava leaves","with stem"
"14.08.18",NA,24,1600,0,1120,"cassava leaves","with stem"
"14.08.18",NA,36,1900,0,1102,"pusa","without skin"
"14.08.18",NA,1,2000,0,1104,"mobe","with seeds"
"14.08.18",NA,35,2350,0,1035,"mela","ready-to-eat"
"14.08.18",NA,35,2700,0,1016,"mela","ready-to-eat"
"14.08.18",NA,35,3800,0,3117,"mela","ready-to-eat"
"14.08.18",NA,35,4250,0,3077,"mela","ready-to-eat"
"14.08.18",NA,20,5000,0,2031,"cassava","with water"
"14.08.18",NA,35,7700,0,1102,"mela","ready-to-eat"
"14.08.18",NA,37,9250,0,1122,"pusa","with skin"
"15.08.18",NA,30,28.35,0,3119,"koko","with stem"
"15.08.18",NA,30,56.7,0,1016,"koko","with stem"
"15.08.18",NA,30,100,0,2031,"koko","with stem"
"15.08.18",NA,75,200,0,2031,"caterpillars","with guts"
"15.08.18",NA,30,200,0,1120,"koko","with stem"
"15.08.18",NA,30,200,0,3041,"koko","with stem"
"15.08.18",NA,47,200,0,1016,"matokodi","ready-to-eat"
"15.08.18",NA,2,250,0,3077,"maondo","with peel"
"15.08.18",NA,42,400,0,3117,"corn","without husk"
"15.08.18",NA,14,400,0,1032,"ekule","ready-to-eat"
"15.08.18",NA,91,400,0,2055,"honey","ready-to-eat"
"15.08.18",NA,47,400,0,2030,"matokodi","ready-to-eat"
"15.08.18",NA,2,500,0,3117,"maondo","with peel"
"15.08.18",NA,26,600,0,2031,"kaso","with husk"
"15.08.18",NA,2,600,0,1035,"maondo","with peel"
"15.08.18",NA,53,600,0,2522,"mushooms","ready-to-eat"
"15.08.18",NA,75,700,0,3041,"caterpillars","with guts"
"15.08.18",NA,35,700,0,1116,"mela","ready-to-eat"
"15.08.18",NA,55,750,0,1008,"ediki","with inedible"
"15.08.18",NA,84,800,0,2522,"rat","without intestins"
"15.08.18",NA,2,900,0,1101,"maondo","with peel"
"15.08.18",NA,26,950,0,3041,"kaso","with husk"
"15.08.18",NA,35,1050,0,2522,"mela","ready-to-eat"
"15.08.18",NA,38,1100,0,2039,"banana","with peel"
"15.08.18",NA,53,1250,0,1028,"mushooms","ready-to-eat"
"15.08.18",NA,91,1500,0,2055,"honey","ready-to-eat"
"15.08.18",NA,25,1500,0,2030,"kaso","with shell"
"15.08.18",NA,36,1750,0,1106,"pusa","without skin"
"15.08.18",NA,47,1900,0,3041,"matokodi","ready-to-eat"
"15.08.18",NA,24,2200,0,1028,"cassava leaves","with stem"
"15.08.18",NA,22,2250,0,1103,"cassava","with skin"
"15.08.18",NA,22,3000,0,2039,"cassava","with skin"
"15.08.18",NA,20,3350,0,1121,"cassava","with water"
"15.08.18",NA,14,3900,0,1101,"ekule","ready-to-eat"
"15.08.18",NA,91,4250,0,2055,"honey","ready-to-eat"
"15.08.18",NA,26,4250,0,2039,"kaso","with husk"
"15.08.18",NA,91,4318.825,0,1119,"honey","ready-to-eat"
"15.08.18",NA,91,4400,0,2055,"honey","ready-to-eat"
"15.08.18",NA,1,4500,0,3117,"mobe","with seeds"
"15.08.18",NA,5,4800,0,2030,"palm nut","without thorns"
"15.08.18",NA,24,5250,0,2522,"cassava leaves","with stem"
"15.08.18",NA,20,10350,0,1102,"cassava","with water"
"15.08.18",NA,20,10750,0,1106,"cassava","with water"
"16.08.18",NA,53,0.9,0,1102,"mushooms","ready-to-eat"
"16.08.18",NA,50,56.7,0,1120,"peppers","without stems"
"16.08.18",NA,14,100,0,1120,"ekule","ready-to-eat"
"16.08.18",NA,11,100,0,1124,"papaya","with peel"
"16.08.18",NA,90,141.75,0,1104,"egg","with shell"
"16.08.18",NA,30,141.75,0,1028,"koko","with stem"
"16.08.18",NA,75,150,0,1121,"caterpillars","with guts"
"16.08.18",NA,30,200,0,2031,"koko","with stem"
"16.08.18",NA,48,200,0,1016,"matokodi","with husk"
"16.08.18",NA,48,200,0,2538,"matokodi","with husk"
"16.08.18",NA,30,212.625,0,3142,"koko","with stem"
"16.08.18",NA,55,250,0,1030,"ediki","with inedible"
"16.08.18",NA,45,250,0,3119,"orange","with peel"
"16.08.18",NA,51,250,0,1116,"peppers","with stems"
"16.08.18",NA,30,300,0,1104,"koko","with stem"
"16.08.18",NA,30,300,0,1106,"koko","with stem"
"16.08.18",NA,51,350,0,1120,"peppers","with stems"
"16.08.18",NA,75,400,0,1121,"caterpillars","with guts"
"16.08.18",NA,55,400,0,2539,"ediki","with inedible"
"16.08.18",NA,30,400,0,2039,"koko","with stem"
"16.08.18",NA,47,400,0,1121,"matokodi","ready-to-eat"
"16.08.18",NA,45,400,0,1007,"orange","with peel"
"16.08.18",NA,45,400,0,1016,"orange","with peel"
"16.08.18",NA,45,400,0,3118,"orange","with peel"
"16.08.18",NA,55,450,0,2523,"ediki","with inedible"
"16.08.18",NA,24,500,0,1121,"cassava leaves","with stem"
"16.08.18",NA,47,500,0,1023,"matokodi","ready-to-eat"
"16.08.18",NA,36,500,0,2031,"pusa","without skin"
"16.08.18",NA,14,600,0,1121,"ekule","ready-to-eat"
"16.08.18",NA,14,650,0,1023,"ekule","ready-to-eat"
"16.08.18",NA,47,700,0,1120,"matokodi","ready-to-eat"
"16.08.18",NA,75,900,0,1023,"caterpillars","with guts"
"16.08.18",NA,55,1000,0,1104,"ediki","with inedible"
"16.08.18",NA,24,1350,0,2522,"cassava leaves","with stem"
"16.08.18",NA,11,1400,0,1120,"papaya","with peel"
"16.08.18",NA,35,1500,0,3142,"mela","ready-to-eat"
"16.08.18",NA,6,1750,0,2039,"palm nut","with thorns"
"16.08.18",NA,20,2200,0,2031,"cassava","with water"
"16.08.18",NA,37,2250,0,1124,"pusa","with skin"
"16.08.18",NA,36,2750,0,1006,"pusa","without skin"
"16.08.18",NA,75,3100,0,1124,"caterpillars","with guts"
"16.08.18",NA,75,3400,0,2030,"caterpillars","with guts"
"16.08.18",NA,6,12650,0,1122,"palm nut","with thorns"
"17.08.18",NA,2,100,0,3118,"maondo","with peel"
"17.08.18",NA,53,100,0,3041,"mushooms","ready-to-eat"
"17.08.18",NA,36,100,0,3117,"pusa","without skin"
"17.08.18",NA,76,150,0,2522,"fish","raw"
"17.08.18",NA,30,150,0,1120,"koko","with stem"
"17.08.18",NA,51,150,0,2039,"peppers","with stems"
"17.08.18",NA,14,200,0,3117,"ekule","ready-to-eat"
"17.08.18",NA,30,200,0,3041,"koko","with stem"
"17.08.18",NA,30,200,0,3117,"koko","with stem"
"17.08.18",NA,30,250,0,2522,"koko","with stem"
"17.08.18",NA,53,250,0,1120,"mushooms","ready-to-eat"
"17.08.18",NA,30,300,0,2031,"koko","with stem"
"17.08.18",NA,76,500,0,2522,"fish","raw"
"17.08.18",NA,30,500,0,2522,"koko","with stem"
"17.08.18",NA,55,600,0,1016,"ediki","with inedible"
"17.08.18",NA,55,600,0,1035,"ediki","with inedible"
"17.08.18",NA,55,600,0,2544,"ediki","with inedible"
"17.08.18",NA,55,700,0,1007,"ediki","with inedible"
"17.08.18",NA,55,700,0,1116,"ediki","with inedible"
"17.08.18",NA,55,750,0,1008,"ediki","with inedible"
"17.08.18",NA,55,900,0,1120,"ediki","with inedible"
"17.08.18",NA,11,1000,0,2039,"papaya","with peel"
"17.08.18",NA,36,1200,0,2522,"pusa","without skin"
"17.08.18",NA,20,1300,0,2039,"cassava","with water"
"17.08.18",NA,75,1300,0,2523,"caterpillars","with guts"
"17.08.18",NA,35,1500,0,1104,"mela","ready-to-eat"
"17.08.18",NA,48,1900,0,2539,"matokodi","with husk"
"17.08.18",NA,22,2750,0,2031,"cassava","with skin"
"17.08.18",NA,6,4300,0,2039,"palm nut","with thorns"
"17.08.18",NA,38,9250,0,2039,"banana","with peel"
"17.08.18",NA,6,20000,0,2030,"palm nut","with thorns"
"17.08.18",NA,6,22250,0,1124,"palm nut","with thorns"
"18.08.18",NA,75,28.35,0,3117,"caterpillars","with guts"
"18.08.18",NA,75,56.7,0,1010,"caterpillars","with guts"
"18.08.18",NA,43,56.7,0,1121,"mbeku","0"
"18.08.18",NA,30,85.05,0,3077,"koko","with stem"
"18.08.18",NA,72,100,0,3040,"brush-tailed porcupine","foot"
"18.08.18",NA,43,100,0,1010,"mbeku","0"
"18.08.18",NA,47,150,0,3117,"matokodi","ready-to-eat"
"18.08.18",NA,24,200,0,3077,"cassava leaves","with stem"
"18.08.18",NA,41,200,1,3123,"corn","with husk"
"18.08.18",NA,26,200,0,1010,"kaso","with husk"
"18.08.18",NA,2,200,0,2523,"maondo","with peel"
"18.08.18",NA,35,200,0,1010,"mela","ready-to-eat"
"18.08.18",NA,14,250,0,2031,"ekule","ready-to-eat"
"18.08.18",NA,48,250,0,1007,"matokodi","with husk"
"18.08.18",NA,30,300,0,3117,"koko","with stem"
"18.08.18",NA,2,400,0,3118,"maondo","with peel"
"18.08.18",NA,45,400,0,2544,"orange","with peel"
"18.08.18",NA,24,500,0,1016,"cassava leaves","with stem"
"18.08.18",NA,75,500,0,2544,"caterpillars","with guts"
"18.08.18",NA,30,500,0,2039,"koko","with stem"
"18.08.18",NA,2,500,0,1007,"maondo","with peel"
"18.08.18",NA,48,500,0,1007,"matokodi","with husk"
"18.08.18",NA,53,500,0,1010,"mushooms","ready-to-eat"
"18.08.18",NA,53,750,0,2039,"mushooms","ready-to-eat"
"18.08.18",NA,24,900,0,2031,"cassava leaves","with stem"
"18.08.18",NA,24,900,0,2522,"cassava leaves","with stem"
"18.08.18",NA,42,900,1,3123,"corn","without husk"
"18.08.18",NA,47,950,0,2539,"matokodi","ready-to-eat"
"18.08.18",NA,20,1100,0,2522,"cassava","with water"
"18.08.18",NA,24,1500,0,1023,"cassava leaves","with stem"
"18.08.18",NA,24,2200,0,1121,"cassava leaves","with stem"
"18.08.18",NA,6,2500,0,1028,"palm nut","with thorns"
"18.08.18",NA,8,4000,0,1121,"palm nut","fruit without bract or thorns"
"18.08.18",NA,6,4150,0,1121,"palm nut","with thorns"
"18.08.18",NA,6,4750,0,1028,"palm nut","with thorns"
"18.08.18",NA,6,6350,0,1121,"palm nut","with thorns"
"18.08.18",NA,35,6850,0,1010,"mela","ready-to-eat"
"19.08.18",NA,36,100,0,1121,"pusa","without skin"
"19.08.18",NA,57,300,0,2031,"bat","raw"
"19.08.18",NA,47,400,0,1035,"matokodi","ready-to-eat"
"19.08.18",NA,35,400,0,3077,"mela","ready-to-eat"
"19.08.18",NA,53,500,0,1120,"mushooms","ready-to-eat"
"19.08.18",NA,30,800,0,2039,"koko","with stem"
"19.08.18",NA,47,1300,0,2031,"matokodi","ready-to-eat"
"19.08.18",NA,35,2100,0,1035,"mela","ready-to-eat"
"19.08.18",NA,14,2400,0,2031,"ekule","ready-to-eat"
"19.08.18",NA,81,2500,0,2038,"long-snouted mongoose","with intestins"
"19.08.18",NA,35,2650,0,1121,"mela","ready-to-eat"
"19.08.18",NA,35,2850,0,3041,"mela","ready-to-eat"
"19.08.18",NA,35,3200,0,1028,"mela","ready-to-eat"
"19.08.18",NA,22,3700,0,2039,"cassava","with skin"
"19.08.18",NA,38,4250,0,2039,"banana","with peel"
"19.08.18",NA,24,5150,0,2522,"cassava leaves","with stem"
"02.08.18",NA,30,28.35,0,3142,"koko","with stem"
"02.08.18",NA,53,28.35,0,3142,"mushooms","ready-to-eat"
"02.08.18",NA,26,42.525,0,3076,"kaso","with husk"
"02.08.18",NA,30,56.7,0,1016,"koko","with stem"
"02.08.18",NA,25,70.875,0,3040,"kaso","with shell"
"02.08.18",NA,30,85.05,0,1120,"koko","with stem"
"02.08.18",NA,42,100,1,2007,"corn","without husk"
"02.08.18",NA,53,100,0,2031,"mushooms","ready-to-eat"
"02.08.18",NA,76,113.4,0,1116,"fish","raw"
"02.08.18",NA,51,113.4,0,1106,"peppers","with stems"
"02.08.18",NA,26,127.575,0,3040,"kaso","with husk"
"02.08.18",NA,27,170.1,0,3040,"kaso","ready-to-eat"
"02.08.18",NA,14,200,0,1120,"ekule","ready-to-eat"
"02.08.18",NA,53,200,0,1102,"mushooms","ready-to-eat"
"02.08.18",NA,41,250,1,2007,"corn","with husk"
"02.08.18",NA,30,250,0,2031,"koko","with stem"
"02.08.18",NA,53,250,0,1121,"mushooms","ready-to-eat"
"02.08.18",NA,36,250,0,1115,"pusa","without skin"
"02.08.18",NA,36,250,0,1121,"pusa","without skin"
"02.08.18",NA,30,300,0,3117,"koko","with stem"
"02.08.18",NA,53,300,0,3117,"mushooms","ready-to-eat"
"02.08.18",NA,26,350,0,3142,"kaso","with husk"
"02.08.18",NA,26,400,0,1120,"kaso","with husk"
"02.08.18",NA,47,400,0,1116,"matokodi","ready-to-eat"
"02.08.18",NA,25,500,1,2521,"kaso","with shell"
"02.08.18",NA,30,500,0,1102,"koko","with stem"
"02.08.18",NA,53,500,0,2039,"mushooms","ready-to-eat"
"02.08.18",NA,41,600,1,2007,"corn","with husk"
"02.08.18",NA,55,600,0,1010,"ediki","with inedible"
"02.08.18",NA,55,600,0,1011,"ediki","with inedible"
"02.08.18",NA,47,700,0,1116,"matokodi","ready-to-eat"
"02.08.18",NA,36,750,0,1116,"pusa","without skin"
"02.08.18",NA,48,800,0,1121,"matokodi","with husk"
"02.08.18",NA,47,1000,0,1121,"matokodi","ready-to-eat"
"02.08.18",NA,1,1000,0,1104,"mobe","with seeds"
"02.08.18",NA,19,1150,0,1121,"ngangi","ready-to-eat"
"02.08.18",NA,20,1250,0,3119,"cassava","with water"
"02.08.18",NA,48,1400,0,1121,"matokodi","with husk"
"02.08.18",NA,35,1400,0,3142,"mela","ready-to-eat"
"02.08.18",NA,1,1500,0,1007,"mobe","with seeds"
"02.08.18",NA,19,1500,0,3076,"ngangi","ready-to-eat"
"02.08.18",NA,5,1500,1,2521,"palm nut","without thorns"
"02.08.18",NA,36,1500,0,2039,"pusa","without skin"
"02.08.18",NA,20,1700,1,2521,"cassava","with water"
"02.08.18",NA,39,2250,0,2039,"banana","ready-to-eat"
"02.08.18",NA,24,2250,0,1116,"cassava leaves","with stem"
"02.08.18",NA,38,2600,0,2039,"banana","with peel"
"02.08.18",NA,9,2750,0,1106,"palm oil","liquid"
"02.08.18",NA,19,3018.825,0,1120,"ngangi","ready-to-eat"
"02.08.18",NA,5,3900,0,2039,"palm nut","without thorns"
"02.08.18",NA,37,4000,0,3076,"pusa","with skin"
"02.08.18",NA,38,6250,0,2039,"banana","with peel"
"02.08.18",NA,20,9750,0,1106,"cassava","with water"
"02.08.18",NA,20,10100,0,1121,"cassava","with water"
"02.08.18",NA,20,10850,0,3077,"cassava","with water"
"02.08.18",NA,20,15250,0,3041,"cassava","with water"
"02.08.18",NA,39,24600,0,1116,"banana","ready-to-eat"
"02.08.18",NA,38,25250,0,1116,"banana","with peel"
"20.08.18",NA,60,100,0,1124,"bird","smoked"
"20.08.18",NA,75,100,0,1006,"caterpillars","with guts"
"20.08.18",NA,50,100,0,3041,"peppers","without stems"
"20.08.18",NA,47,200,0,1016,"matokodi","ready-to-eat"
"20.08.18",NA,68,250,0,1124,"blue duiker","smoked intestins"
"20.08.18",NA,75,250,0,1035,"caterpillars","with guts"
"20.08.18",NA,47,250,0,1035,"matokodi","ready-to-eat"
"20.08.18",NA,68,300,0,2030,"blue duiker","smoked intestins"
"20.08.18",NA,22,300,0,2522,"cassava","with skin"
"20.08.18",NA,85,500,0,1124,"rat","smoked"
"20.08.18",NA,55,700,0,3118,"ediki","with inedible"
"20.08.18",NA,55,1000,0,2544,"ediki","with inedible"
"20.08.18",NA,24,1100,0,1121,"cassava leaves","with stem"
"20.08.18",NA,14,1250,0,1016,"ekule","ready-to-eat"
"20.08.18",NA,35,1250,0,1016,"mela","ready-to-eat"
"20.08.18",NA,14,1400,0,3077,"ekule","ready-to-eat"
"20.08.18",NA,64,1500,0,1122,"blue duiker","smoked"
"20.08.18",NA,73,1500,0,3040,"brush-tailed porcupine","smoked"
"20.08.18",NA,55,1500,0,2523,"ediki","with inedible"
"20.08.18",NA,35,1600,0,3142,"mela","ready-to-eat"
"20.08.18",NA,91,1700,0,1006,"honey","ready-to-eat"
"20.08.18",NA,64,1900,0,2038,"blue duiker","smoked"
"20.08.18",NA,35,1900,0,1035,"mela","ready-to-eat"
"20.08.18",NA,35,1900,0,3077,"mela","ready-to-eat"
"20.08.18",NA,36,2000,0,3142,"pusa","without skin"
"20.08.18",NA,64,2100,0,2030,"blue duiker","smoked"
"20.08.18",NA,64,2250,0,1101,"blue duiker","smoked"
"20.08.18",NA,80,2500,0,2523,"lizard","with intestins"
"20.08.18",NA,37,3000,0,1121,"pusa","with skin"
"20.08.18",NA,64,3750,0,3040,"blue duiker","smoked"
